gene	target_id	sample_group	rows	unique_samples	good_samples	median_percent_covered	median_mean_depth	max_mean_depth
nifZ	nifZ|NC_009937|NC_009937_-_Symbiosis_Island_2|ref164	Rh	372	372	0	0.0000	0.0000	11.0625
nifZ	nifZ|NC_009937|NC_009937_-_Symbiosis_Island_2|ref164	Ro	366	366	0	0.0000	0.0000	6.6500
nifZ	nifZ|NC_011894|NC_011894_-_Symbiosis_Island_2|ref165	BLAN	12	12	0	6.2092	0.1242	8.0980
nifZ	nifZ|NC_011894|NC_011894_-_Symbiosis_Island_2|ref165	No	366	366	0	0.0000	0.0000	225.7353
nifZ	nifZ|NC_011894|NC_011894_-_Symbiosis_Island_2|ref165	Rh	372	372	0	6.2092	0.1242	154.5621
nifZ	nifZ|NC_011894|NC_011894_-_Symbiosis_Island_2|ref165	Ro	366	366	0	0.0000	0.0000	20.0294
nifZ	nifZ|NC_014120|NC_014120_-_Symbiosis_Island_2|ref166	BLAN	12	12	0	4.7771	0.1868	4.0892
nifZ	nifZ|NC_014120|NC_014120_-_Symbiosis_Island_2|ref166	No	366	366	0	0.0000	0.0000	116.6115
nifZ	nifZ|NC_014120|NC_014120_-_Symbiosis_Island_2|ref166	Rh	372	372	0	4.4586	0.3769	120.9703
nifZ	nifZ|NC_014120|NC_014120_-_Symbiosis_Island_2|ref166	Ro	366	366	0	0.0000	0.0000	52.5138
nifZ	nifZ|NC_015656|NC_015656_-_Symbiosis_Island|ref167	BLAN	12	12	0	0.0000	0.0000	33.4242
nifZ	nifZ|NC_015656|NC_015656_-_Symbiosis_Island|ref167	No	366	366	7	0.0000	0.0000	7395.9731
nifZ	nifZ|NC_015656|NC_015656_-_Symbiosis_Island|ref167	Rh	372	372	4	0.0000	0.0000	1163.8653
nifZ	nifZ|NC_015656|NC_015656_-_Symbiosis_Island|ref167	Ro	366	366	4	0.0000	0.0000	7381.0202
nifZ	nifZ|NC_017249|NC_017249_-_Symbiosis_Island|ref168	BLAN	12	12	6	93.3333	36.3127	7041.2825
nifZ	nifZ|NC_017249|NC_017249_-_Symbiosis_Island|ref168	No	366	366	166	81.2698	85.2047	7876.4413
nifZ	nifZ|NC_017249|NC_017249_-_Symbiosis_Island|ref168	Rh	372	372	75	67.9365	41.6810	5730.8889
nifZ	nifZ|NC_017249|NC_017249_-_Symbiosis_Island|ref168	Ro	366	366	81	73.3333	7.2524	3922.0381
nifZ	nifZ|NZ_CP141049|NZ_CP141049_-_Symbiosis_Island_2|ref169	BLAN	12	12	0	6.5749	0.4893	17.2752
nifZ	nifZ|NZ_CP141049|NZ_CP141049_-_Symbiosis_Island_2|ref169	No	366	366	71	59.4801	1.5413	6647.0306
nifZ	nifZ|NZ_CP141049|NZ_CP141049_-_Symbiosis_Island_2|ref169	Rh	372	372	32	24.6177	0.5810	6505.5994
nifZ	nifZ|NZ_CP141049|NZ_CP141049_-_Symbiosis_Island_2|ref169	Ro	366	366	38	33.6391	0.6468	5174.1101
nodA	nodA|CU633751|CU633751_-_Symbiosis_Island|ref170	BLAN	12	12	0	0.0000	0.0000	0.1481
nodA	nodA|CU633751|CU633751_-_Symbiosis_Island|ref170	No	366	366	8	0.0000	0.0000	7938.4495
nodA	nodA|CU633751|CU633751_-_Symbiosis_Island|ref170	Rh	372	372	8	0.0000	0.0000	350.0269
nodA	nodA|CU633751|CU633751_-_Symbiosis_Island|ref170	Ro	366	366	10	0.0000	0.0000	5892.5707
nodA	nodA|NC_002678|NC_002678_-_Symbiosis_Island_4|ref171	BLAN	12	12	0	6.0606	0.2357	717.3148
nodA	nodA|NC_002678|NC_002678_-_Symbiosis_Island_4|ref171	No	366	366	0	3.1987	0.1255	1825.9697
nodA	nodA|NC_002678|NC_002678_-_Symbiosis_Island_4|ref171	Rh	372	372	0	0.0000	0.0000	1374.3822
nodA	nodA|NC_002678|NC_002678_-_Symbiosis_Island_4|ref171	Ro	366	366	0	0.0000	0.0000	277.4242
nodA	nodA|NC_009937|NC_009937_-_Symbiosis_Island|ref172	BLAN	12	12	0	0.0000	0.0000	0.4264
nodA	nodA|NC_009937|NC_009937_-_Symbiosis_Island|ref172	No	366	366	0	0.0000	0.0000	11.6701
nodA	nodA|NC_009937|NC_009937_-_Symbiosis_Island|ref172	Rh	372	372	0	0.0000	0.0000	4.1404
nodA	nodA|NC_009937|NC_009937_-_Symbiosis_Island|ref172	Ro	366	366	0	0.0000	0.0000	1.2995
nodA	nodA|NC_011894|NC_011894_-_Symbiosis_Island_3|ref173	BLAN	12	12	0	3.0232	0.0883	0.7829
nodA	nodA|NC_011894|NC_011894_-_Symbiosis_Island_3|ref173	No	366	366	0	4.7287	0.1396	1345.1953
nodA	nodA|NC_011894|NC_011894_-_Symbiosis_Island_3|ref173	Rh	372	372	0	0.0000	0.0000	584.2171
nodA	nodA|NC_011894|NC_011894_-_Symbiosis_Island_3|ref173	Ro	366	366	0	0.0000	0.0000	705.6729
nodA	nodA|NC_012848|NC_012848_-_Symbiosis_Island|ref174	BLAN	12	12	8	100.0000	26.4002	7945.4518
nodA	nodA|NC_012848|NC_012848_-_Symbiosis_Island|ref174	No	366	366	19	3.3841	0.2724	7908.7310
nodA	nodA|NC_012848|NC_012848_-_Symbiosis_Island|ref174	Rh	372	372	14	3.2149	0.1286	4168.2572
nodA	nodA|NC_012848|NC_012848_-_Symbiosis_Island|ref174	Ro	366	366	13	0.0000	0.0000	566.8866
nodA	nodA|NC_014120|NC_014120_-_Symbiosis_Island_4|ref175	BLAN	12	12	0	0.0000	0.0000	0.3959
nodA	nodA|NC_014120|NC_014120_-_Symbiosis_Island_4|ref175	No	366	366	0	0.0000	0.0000	2271.6751
nodA	nodA|NC_014120|NC_014120_-_Symbiosis_Island_4|ref175	Rh	372	372	0	0.0000	0.0000	170.6548
nodA	nodA|NC_014120|NC_014120_-_Symbiosis_Island_4|ref175	Ro	366	366	0	0.0000	0.0000	1087.2301
nodA	nodA|NC_015656|NC_015656_-_Symbiosis_Island_2|ref176	BLAN	12	12	0	1.6323	0.0653	0.4845
nodA	nodA|NC_015656|NC_015656_-_Symbiosis_Island_2|ref176	No	366	366	14	0.0000	0.0000	7945.6134
nodA	nodA|NC_015656|NC_015656_-_Symbiosis_Island_2|ref176	Rh	372	372	7	0.0000	0.0000	2119.4674
nodA	nodA|NC_015656|NC_015656_-_Symbiosis_Island_2|ref176	Ro	366	366	5	0.0000	0.0000	7935.3007
nodA	nodA|NC_017249|NC_017249_-_Symbiosis_Island_2|ref177	BLAN	12	12	4	87.6778	4.2630	6258.5987
nodA	nodA|NC_017249|NC_017249_-_Symbiosis_Island_2|ref177	No	366	366	91	63.0332	12.2219	7903.8104
nodA	nodA|NC_017249|NC_017249_-_Symbiosis_Island_2|ref177	Rh	372	372	44	47.2354	1.5680	7140.0063
nodA	nodA|NC_017249|NC_017249_-_Symbiosis_Island_2|ref177	Ro	366	366	42	54.1074	1.6951	5556.8167
nodA	nodA|NC_019848|NC_019848_-_Symbiosis_Island_4|ref178	BLAN	12	12	12	100.0000	23.5855	994.4332
nodA	nodA|NC_019848|NC_019848_-_Symbiosis_Island_4|ref178	No	366	366	57	6.7682	0.3934	7936.1607
nodA	nodA|NC_019848|NC_019848_-_Symbiosis_Island_4|ref178	Rh	372	372	43	4.3993	0.3561	7661.7090
nodA	nodA|NC_019848|NC_019848_-_Symbiosis_Island_4|ref178	Ro	366	366	51	3.3841	0.2707	7919.5651
nodA	nodA|NZ_CP141049|NZ_CP141049_-_Symbiosis_Island_3|ref179	BLAN	12	12	0	3.0159	0.0920	0.9937
nodA	nodA|NZ_CP141049|NZ_CP141049_-_Symbiosis_Island_3|ref179	No	366	366	0	0.0000	0.0000	2374.0889
nodA	nodA|NZ_CP141049|NZ_CP141049_-_Symbiosis_Island_3|ref179	Rh	372	372	0	0.0000	0.0000	1633.4175
nodA	nodA|NZ_CP141049|NZ_CP141049_-_Symbiosis_Island_3|ref179	Ro	366	366	0	0.0000	0.0000	937.8571
nodA	nodA|NZ_HG938357|NZ_HG938357_-_Symbiosis_Island_2|ref180	BLAN	12	12	0	0.0000	0.0000	0.4839
nodA	nodA|NZ_HG938357|NZ_HG938357_-_Symbiosis_Island_2|ref180	No	366	366	0	0.0000	0.0000	1.9289
nodA	nodA|NZ_HG938357|NZ_HG938357_-_Symbiosis_Island_2|ref180	Rh	372	372	0	0.0000	0.0000	1.6108
nodA	nodA|NZ_HG938357|NZ_HG938357_-_Symbiosis_Island_2|ref180	Ro	366	366	0	0.0000	0.0000	2.8985
nodB	nodB|CU633751|CU633751_-_Symbiosis_Island|ref181	BLAN	12	12	0	1.3361	0.0267	24.2166
nodB	nodB|CU633751|CU633751_-_Symbiosis_Island|ref181	No	366	366	20	3.1646	0.0844	7928.1632
nodB	nodB|CU633751|CU633751_-_Symbiosis_Island|ref181	Rh	372	372	9	0.0000	0.0000	627.8748
nodB	nodB|CU633751|CU633751_-_Symbiosis_Island|ref181	Ro	366	366	14	0.0000	0.0000	6834.3361
nodB	nodB|NC_002678|NC_002678_-_nodB_CDS|ref182	BLAN	12	12	0	1.4394	0.0576	1.9333
nodB	nodB|NC_002678|NC_002678_-_nodB_CDS|ref182	No	366	366	2	0.0000	0.0000	3929.0288
nodB	nodB|NC_002678|NC_002678_-_nodB_CDS|ref182	Rh	372	372	1	0.0000	0.0000	4530.5894
nodB	nodB|NC_002678|NC_002678_-_nodB_CDS|ref182	Ro	366	366	1	0.0000	0.0000	2204.3091
nodB	nodB|NC_011894|NC_011894_-_Symbiosis_Island_3|ref183	BLAN	12	12	0	0.3788	0.0076	0.9909
nodB	nodB|NC_011894|NC_011894_-_Symbiosis_Island_3|ref183	No	366	366	0	6.4394	0.2000	2566.9652
nodB	nodB|NC_011894|NC_011894_-_Symbiosis_Island_3|ref183	Rh	372	372	0	0.0000	0.0000	868.2803
nodB	nodB|NC_011894|NC_011894_-_Symbiosis_Island_3|ref183	Ro	366	366	0	0.0000	0.0000	1648.7500
nodB	nodB|NC_012848|NC_012848_-_Symbiosis_Island|ref184	BLAN	12	12	10	100.0000	37.7824	7815.4851
nodB	nodB|NC_012848|NC_012848_-_Symbiosis_Island|ref184	No	366	366	15	0.0000	0.0000	7661.6056
nodB	nodB|NC_012848|NC_012848_-_Symbiosis_Island|ref184	Rh	372	372	18	0.0000	0.0000	4461.6870
nodB	nodB|NC_012848|NC_012848_-_Symbiosis_Island|ref184	Ro	366	366	13	0.0000	0.0000	706.6213
nodB	nodB|NC_014120|NC_014120_-_Symbiosis_Island_4|ref185	BLAN	12	12	0	0.0000	0.0000	0.2035
nodB	nodB|NC_014120|NC_014120_-_Symbiosis_Island_4|ref185	No	366	366	0	0.0000	0.0000	6.4794
nodB	nodB|NC_014120|NC_014120_-_Symbiosis_Island_4|ref185	Rh	372	372	0	0.0000	0.0000	0.8142
nodB	nodB|NC_014120|NC_014120_-_Symbiosis_Island_4|ref185	Ro	366	366	0	0.0000	0.0000	1.7375
nodB	nodB|NC_015656|NC_015656_-_Symbiosis_Island_2|ref186	BLAN	12	12	0	2.7311	0.1092	0.6050
nodB	nodB|NC_015656|NC_015656_-_Symbiosis_Island_2|ref186	No	366	366	14	0.0000	0.0000	7907.1695
nodB	nodB|NC_015656|NC_015656_-_Symbiosis_Island_2|ref186	Rh	372	372	9	2.6611	0.0560	2857.1653
nodB	nodB|NC_015656|NC_015656_-_Symbiosis_Island_2|ref186	Ro	366	366	8	0.0000	0.0000	7566.9496
nodB	nodB|NC_015656|NC_015656_-_Symbiosis_Island_3|ref187	BLAN	12	12	0	0.0000	0.0000	0.5258
nodB	nodB|NC_015656|NC_015656_-_Symbiosis_Island_3|ref187	No	366	366	6	2.2300	0.0892	7936.2113
nodB	nodB|NC_015656|NC_015656_-_Symbiosis_Island_3|ref187	Rh	372	372	7	2.2300	0.0457	3559.3920
nodB	nodB|NC_015656|NC_015656_-_Symbiosis_Island_3|ref187	Ro	366	366	7	0.0000	0.0000	7925.5904
nodB	nodB|NC_017249|NC_017249_-_Symbiosis_Island_2|ref188	BLAN	12	12	5	100.0000	4.7947	6896.4667
nodB	nodB|NC_017249|NC_017249_-_Symbiosis_Island_2|ref188	No	366	366	88	64.5455	10.1546	7918.7258
nodB	nodB|NC_017249|NC_017249_-_Symbiosis_Island_2|ref188	Rh	372	372	44	47.9545	1.6485	7373.6167
nodB	nodB|NC_017249|NC_017249_-_Symbiosis_Island_2|ref188	Ro	366	366	50	55.4545	1.8916	6124.7939
nodB	nodB|NC_019848|NC_019848_-_Symbiosis_Island_4|ref189	BLAN	12	12	12	100.0000	20.6643	1297.0505
nodB	nodB|NC_019848|NC_019848_-_Symbiosis_Island_4|ref189	No	366	366	54	9.9388	0.4587	7914.7936
nodB	nodB|NC_019848|NC_019848_-_Symbiosis_Island_4|ref189	Rh	372	372	43	3.7462	0.1636	7610.0199
nodB	nodB|NC_019848|NC_019848_-_Symbiosis_Island_4|ref189	Ro	366	366	51	3.0581	0.0658	7821.9220
nodB	nodB|NZ_CP141049|NZ_CP141049_-_Symbiosis_Island_3|ref190	BLAN	12	12	0	2.8788	0.0576	0.8030
nodB	nodB|NZ_CP141049|NZ_CP141049_-_Symbiosis_Island_3|ref190	No	366	366	1	6.5152	0.1621	2915.9439
nodB	nodB|NZ_CP141049|NZ_CP141049_-_Symbiosis_Island_3|ref190	Rh	372	372	0	0.2273	0.0220	1265.5727
nodB	nodB|NZ_CP141049|NZ_CP141049_-_Symbiosis_Island_3|ref190	Ro	366	366	0	0.0000	0.0000	1657.7409
nodB	nodB|NZ_HG938357|NZ_HG938357_-_Symbiosis_Island_2|ref191	BLAN	12	12	0	1.5650	0.0328	2.1847
nodB	nodB|NZ_HG938357|NZ_HG938357_-_Symbiosis_Island_2|ref191	No	366	366	0	0.0000	0.0000	332.3725
nodB	nodB|NZ_HG938357|NZ_HG938357_-_Symbiosis_Island_2|ref191	Rh	372	372	0	0.0000	0.0000	8.7418
nodB	nodB|NZ_HG938357|NZ_HG938357_-_Symbiosis_Island_2|ref191	Ro	366	366	0	0.0000	0.0000	25.2692
nodC	nodC|CU633751|CU633751_-_Symbiosis_Island|ref192	BLAN	12	12	0	0.0000	0.0000	0.4834
nodC	nodC|CU633751|CU633751_-_Symbiosis_Island|ref192	No	366	366	13	0.0000	0.0000	7938.2594
nodC	nodC|CU633751|CU633751_-_Symbiosis_Island|ref192	Rh	372	372	8	0.0000	0.0000	424.9704
nodC	nodC|CU633751|CU633751_-_Symbiosis_Island|ref192	Ro	366	366	10	0.0000	0.0000	6872.7783
nodC	nodC|NC_002678|NC_002678_-_Symbiosis_Island_4|ref193	BLAN	12	12	0	1.6079	0.0412	0.3969
nodC	nodC|NC_002678|NC_002678_-_Symbiosis_Island_4|ref193	No	366	366	0	9.4902	0.2338	1500.8878
nodC	nodC|NC_002678|NC_002678_-_Symbiosis_Island_4|ref193	Rh	372	372	0	1.5686	0.0322	961.9075
nodC	nodC|NC_002678|NC_002678_-_Symbiosis_Island_4|ref193	Ro	366	366	0	1.4902	0.0212	198.9161
nodC	nodC|NC_009937|NC_009937_-_Symbiosis_Island|ref194	BLAN	12	12	0	0.0000	0.0000	0.2228
nodC	nodC|NC_009937|NC_009937_-_Symbiosis_Island|ref194	No	366	366	0	0.0000	0.0000	158.4238
nodC	nodC|NC_009937|NC_009937_-_Symbiosis_Island|ref194	Rh	372	372	0	0.0000	0.0000	62.1399
nodC	nodC|NC_009937|NC_009937_-_Symbiosis_Island|ref194	Ro	366	366	0	0.0000	0.0000	14.7454
nodC	nodC|NC_011894|NC_011894_-_Symbiosis_Island_3|ref195	BLAN	12	12	0	9.4502	0.3320	31.6309
nodC	nodC|NC_011894|NC_011894_-_Symbiosis_Island_3|ref195	No	366	366	0	19.6908	4.6004	3990.0735
nodC	nodC|NC_011894|NC_011894_-_Symbiosis_Island_3|ref195	Rh	372	372	0	10.5498	0.2460	2780.4612
nodC	nodC|NC_011894|NC_011894_-_Symbiosis_Island_3|ref195	Ro	366	366	0	12.4742	0.2876	1416.5711
nodC	nodC|NC_012848|NC_012848_-_Symbiosis_Island|ref196	BLAN	12	12	10	100.0000	26.5433	7815.7705
nodC	nodC|NC_012848|NC_012848_-_Symbiosis_Island|ref196	No	366	366	20	8.0406	0.9052	7837.1678
nodC	nodC|NC_012848|NC_012848_-_Symbiosis_Island|ref196	Rh	372	372	19	3.4348	0.2490	3779.0664
nodC	nodC|NC_012848|NC_012848_-_Symbiosis_Island|ref196	Ro	366	366	18	4.6058	0.1791	480.9368
nodC	nodC|NC_014120|NC_014120_-_Symbiosis_Island_4|ref197	BLAN	12	12	0	1.4509	0.0432	1.6682
nodC	nodC|NC_014120|NC_014120_-_Symbiosis_Island_4|ref197	No	366	366	0	2.4182	0.1035	2677.3170
nodC	nodC|NC_014120|NC_014120_-_Symbiosis_Island_4|ref197	Rh	372	372	0	0.0000	0.0000	401.5357
nodC	nodC|NC_014120|NC_014120_-_Symbiosis_Island_4|ref197	Ro	366	366	0	0.0000	0.0000	2223.8356
nodC	nodC|NC_015656|NC_015656_-_Symbiosis_Island_3|ref198	BLAN	12	12	0	3.0061	0.1039	0.6728
nodC	nodC|NC_015656|NC_015656_-_Symbiosis_Island_3|ref198	No	366	366	20	4.0716	0.2458	7904.8813
nodC	nodC|NC_015656|NC_015656_-_Symbiosis_Island_3|ref198	Rh	372	372	10	2.8158	0.0959	2129.4642
nodC	nodC|NC_015656|NC_015656_-_Symbiosis_Island_3|ref198	Ro	366	366	10	1.5221	0.0791	7780.4307
nodC	nodC|NC_017249|NC_017249_-_Symbiosis_Island_2|ref199	BLAN	12	12	5	90.9122	34.0652	6789.8011
nodC	nodC|NC_017249|NC_017249_-_Symbiosis_Island_2|ref199	No	366	366	92	66.8381	27.6787	7938.7209
nodC	nodC|NC_017249|NC_017249_-_Symbiosis_Island_2|ref199	Rh	372	372	47	50.9260	2.6344	6739.2119
nodC	nodC|NC_017249|NC_017249_-_Symbiosis_Island_2|ref199	Ro	366	366	51	59.1221	2.5960	6252.3512
nodC	nodC|NC_019848|NC_019848_-_Symbiosis_Island_4|ref200	BLAN	12	12	11	100.0000	32.1136	1101.7767
nodC	nodC|NC_019848|NC_019848_-_Symbiosis_Island_4|ref200	No	366	366	79	27.8689	5.2522	7937.5425
nodC	nodC|NC_019848|NC_019848_-_Symbiosis_Island_4|ref200	Rh	372	372	54	13.4660	0.6901	7775.5558
nodC	nodC|NC_019848|NC_019848_-_Symbiosis_Island_4|ref200	Ro	366	366	56	13.9345	0.5714	7904.0453
nodC	nodC|NZ_CP141049|NZ_CP141049_-_Symbiosis_Island_3|ref201	BLAN	12	12	0	9.1511	0.1192	14.8154
nodC	nodC|NZ_CP141049|NZ_CP141049_-_Symbiosis_Island_3|ref201	No	366	366	3	26.1682	3.9428	3596.1604
nodC	nodC|NZ_CP141049|NZ_CP141049_-_Symbiosis_Island_3|ref201	Rh	372	372	1	15.2259	0.3711	3140.8474
nodC	nodC|NZ_CP141049|NZ_CP141049_-_Symbiosis_Island_3|ref201	Ro	366	366	0	18.0296	0.4727	2912.4065
nodC	nodC|NZ_HG938357|NZ_HG938357_-_Symbiosis_Island_2|ref202	BLAN	12	12	0	0.0000	0.0000	0.1551
nodC	nodC|NZ_HG938357|NZ_HG938357_-_Symbiosis_Island_2|ref202	No	366	366	0	0.0000	0.0000	179.0415
nodC	nodC|NZ_HG938357|NZ_HG938357_-_Symbiosis_Island_2|ref202	Rh	372	372	0	0.0000	0.0000	12.0399
nodC	nodC|NZ_HG938357|NZ_HG938357_-_Symbiosis_Island_2|ref202	Ro	366	366	0	0.0000	0.0000	74.4009
nodD	nodD|CU633751|CU633751_-_Symbiosis_Island|ref203	BLAN	12	12	0	0.0000	0.0000	0.0000
nodD	nodD|CU633751|CU633751_-_Symbiosis_Island|ref203	No	366	366	12	0.0000	0.0000	7927.3687
nodD	nodD|CU633751|CU633751_-_Symbiosis_Island|ref203	Rh	372	372	10	0.0000	0.0000	415.0600
nodD	nodD|CU633751|CU633751_-_Symbiosis_Island|ref203	Ro	366	366	16	0.0000	0.0000	6491.2529
nodH	nodH|CU633751|CU633751_-_Symbiosis_Island|ref204	BLAN	12	12	0	0.0000	0.0000	0.3695
nodH	nodH|CU633751|CU633751_-_Symbiosis_Island|ref204	No	366	366	12	0.0000	0.0000	7938.5462
nodH	nodH|CU633751|CU633751_-_Symbiosis_Island|ref204	Rh	372	372	8	0.0000	0.0000	440.7122
nodH	nodH|CU633751|CU633751_-_Symbiosis_Island|ref204	Ro	366	366	12	0.0000	0.0000	6953.6801
nodI	nodI|CU633751|CU633751_-_Symbiosis_Island|ref205	BLAN	12	12	0	1.1476	0.0224	1.1825
nodI	nodI|CU633751|CU633751_-_Symbiosis_Island|ref205	No	366	366	14	2.0765	0.0432	7937.1049
nodI	nodI|CU633751|CU633751_-_Symbiosis_Island|ref205	Rh	372	372	10	0.0000	0.0000	420.6055
nodI	nodI|CU633751|CU633751_-_Symbiosis_Island|ref205	Ro	366	366	10	0.0000	0.0000	5945.2885
nodI	nodI|NC_002678|NC_002678_-_Symbiosis_Island_4|ref206	BLAN	12	12	0	16.8605	14.1439	394.4782
nodI	nodI|NC_002678|NC_002678_-_Symbiosis_Island_4|ref206	No	366	366	3	38.2994	24.9934	4452.3110
nodI	nodI|NC_002678|NC_002678_-_Symbiosis_Island_4|ref206	Rh	372	372	2	24.0553	18.3344	4030.3096
nodI	nodI|NC_002678|NC_002678_-_Symbiosis_Island_4|ref206	Ro	366	366	0	24.4913	3.9527	2844.5189
nodI	nodI|NC_011894|NC_011894_-_Symbiosis_Island_3|ref207	BLAN	12	12	0	30.0547	9.5819	426.5891
nodI	nodI|NC_011894|NC_011894_-_Symbiosis_Island_3|ref207	No	366	366	29	42.2404	10.0038	4694.0743
nodI	nodI|NC_011894|NC_011894_-_Symbiosis_Island_3|ref207	Rh	372	372	7	29.4535	15.8432	4408.7377
nodI	nodI|NC_011894|NC_011894_-_Symbiosis_Island_3|ref207	Ro	366	366	6	29.6175	3.4410	4124.8011
nodI	nodI|NC_012848|NC_012848_-_Symbiosis_Island|ref208	BLAN	12	12	6	81.3411	20.7677	6743.2527
nodI	nodI|NC_012848|NC_012848_-_Symbiosis_Island|ref208	No	366	366	8	1.9436	0.0437	7867.4908
nodI	nodI|NC_012848|NC_012848_-_Symbiosis_Island|ref208	Rh	372	372	7	5.0048	0.4684	2448.8882
nodI	nodI|NC_012848|NC_012848_-_Symbiosis_Island|ref208	Ro	366	366	7	1.9436	0.0505	284.4976
nodI	nodI|NC_014120|NC_014120_-_Symbiosis_Island_4|ref209	BLAN	12	12	0	9.0130	0.7069	13.8711
nodI	nodI|NC_014120|NC_014120_-_Symbiosis_Island_4|ref209	No	366	366	0	2.2155	0.2216	2723.8822
nodI	nodI|NC_014120|NC_014120_-_Symbiosis_Island_4|ref209	Rh	372	372	0	3.0212	0.7588	304.7412
nodI	nodI|NC_014120|NC_014120_-_Symbiosis_Island_4|ref209	Ro	366	366	0	2.2155	0.1244	1705.3182
nodI	nodI|NC_017249|NC_017249_-_Symbiosis_Island_2|ref210	BLAN	12	12	7	94.7340	40.9663	5700.7991
nodI	nodI|NC_017249|NC_017249_-_Symbiosis_Island_2|ref210	No	366	366	183	86.5363	56.7134	7916.4028
nodI	nodI|NC_017249|NC_017249_-_Symbiosis_Island_2|ref210	Rh	372	372	108	70.1412	19.7432	7196.5516
nodI	nodI|NC_017249|NC_017249_-_Symbiosis_Island_2|ref210	Ro	366	366	87	72.0955	6.0728	6334.0337
nodI	nodI|NC_019848|NC_019848_-_Symbiosis_Island_4|ref211	BLAN	12	12	12	100.0000	23.6437	1323.3258
nodI	nodI|NC_019848|NC_019848_-_Symbiosis_Island_4|ref211	No	366	366	58	24.5318	1.8923	7936.1339
nodI	nodI|NC_019848|NC_019848_-_Symbiosis_Island_4|ref211	Rh	372	372	44	13.9981	1.7425	7800.3174
nodI	nodI|NC_019848|NC_019848_-_Symbiosis_Island_4|ref211	Ro	366	366	45	17.9775	0.7940	7902.9513
nodI	nodI|NZ_CP141049|NZ_CP141049_-_Symbiosis_Island_3|ref212	BLAN	12	12	0	25.9425	39.9494	519.7550
nodI	nodI|NZ_CP141049|NZ_CP141049_-_Symbiosis_Island_3|ref212	No	366	366	12	26.3889	7.4345	4972.7331
nodI	nodI|NZ_CP141049|NZ_CP141049_-_Symbiosis_Island_3|ref212	Rh	372	372	3	21.3294	12.8611	5096.6419
nodI	nodI|NZ_CP141049|NZ_CP141049_-_Symbiosis_Island_3|ref212	Ro	366	366	2	19.1964	2.2029	3022.3175
nodI	nodI|NZ_HG938357|NZ_HG938357_-_Symbiosis_Island_2|ref213	BLAN	12	12	0	3.2088	0.5393	6.3343
nodI	nodI|NZ_HG938357|NZ_HG938357_-_Symbiosis_Island_2|ref213	No	366	366	0	1.9157	0.1039	393.7730
nodI	nodI|NZ_HG938357|NZ_HG938357_-_Symbiosis_Island_2|ref213	Rh	372	372	0	1.8199	0.1820	55.0670
nodI	nodI|NZ_HG938357|NZ_HG938357_-_Symbiosis_Island_2|ref213	Ro	366	366	0	1.8199	0.0374	73.4856
nodJ	nodJ|CU633751|CU633751_-_Symbiosis_Island|ref214	BLAN	12	12	0	0.0000	0.0000	0.1521
nodJ	nodJ|CU633751|CU633751_-_Symbiosis_Island|ref214	No	366	366	9	0.0000	0.0000	7926.4157
nodJ	nodJ|CU633751|CU633751_-_Symbiosis_Island|ref214	Rh	372	372	7	0.0000	0.0000	382.3054
nodJ	nodJ|CU633751|CU633751_-_Symbiosis_Island|ref214	Ro	366	366	8	0.0000	0.0000	5007.3929
nodL	nodL|NC_019848|NC_019848_-_Symbiosis_Island_5|ref215	BLAN	12	12	10	100.0000	20.9846	787.3333
nodL	nodL|NC_019848|NC_019848_-_Symbiosis_Island_5|ref215	No	366	366	60	17.8442	2.8859	7886.1866
nodL	nodL|NC_019848|NC_019848_-_Symbiosis_Island_5|ref215	Rh	372	372	56	19.7464	4.6096	7338.5996
nodL	nodL|NC_019848|NC_019848_-_Symbiosis_Island_5|ref215	Ro	366	366	45	13.6776	1.4194	7820.1033
nodQ	nodQ|CU633751|CU633751_-_Symbiosis_Island|ref216	BLAN	12	12	0	0.0000	0.0000	0.1933
nodQ	nodQ|CU633751|CU633751_-_Symbiosis_Island|ref216	No	366	366	8	0.0000	0.0000	7946.5783
nodQ	nodQ|CU633751|CU633751_-_Symbiosis_Island|ref216	Rh	372	372	7	0.0000	0.0000	443.8367
nodQ	nodQ|CU633751|CU633751_-_Symbiosis_Island|ref216	Ro	366	366	10	0.0000	0.0000	4944.9800
nodQ	nodQ|NC_019848|NC_019848_-_Symbiosis_Island_4|ref217	BLAN	12	12	12	100.0000	247.9883	1850.5161
nodQ	nodQ|NC_019848|NC_019848_-_Symbiosis_Island_4|ref217	No	366	366	134	48.8058	161.6087	7935.6895
nodQ	nodQ|NC_019848|NC_019848_-_Symbiosis_Island_4|ref217	Rh	372	372	131	46.7550	450.6893	7788.2960
nodQ	nodQ|NC_019848|NC_019848_-_Symbiosis_Island_4|ref217	Ro	366	366	117	46.0280	79.1737	7933.5151
nodS	nodS|CU633751|CU633751_-_Symbiosis_Island|ref218	BLAN	12	12	0	0.0000	0.0000	0.0000
nodS	nodS|CU633751|CU633751_-_Symbiosis_Island|ref218	No	366	366	9	0.0000	0.0000	7934.5994
nodS	nodS|CU633751|CU633751_-_Symbiosis_Island|ref218	Rh	372	372	10	0.0000	0.0000	573.6875
nodS	nodS|CU633751|CU633751_-_Symbiosis_Island|ref218	Ro	366	366	13	0.0000	0.0000	7215.5705
nodS	nodS|NC_002678|NC_002678_-_Symbiosis_Island_4|ref219	BLAN	12	12	0	0.0000	0.0000	9.9340
