sample	site	sample_type	in_metadata_exact	match_status	metadata_sample_norm_match	n_norm_matches
DEJU-29-2-Ro	DEJU	Ro	yes	exact_match	DEJU-29-2-Ro	1
DEJU-2-No	DEJU	No	yes	exact_match	DEJU-2-No	1
DEJU-2-Rh	DEJU	Rh	yes	exact_match	DEJU-2-Rh	1
DEJU-2-Ro	DEJU	Ro	yes	exact_match	DEJU-2-Ro	1
DEJU-29-2-No	DEJU	No	yes	exact_match	DEJU-29-2-No	1
DEJU-30-Rh	DEJU	Rh	yes	exact_match	DEJU-30-Rh	1
DEJU-30-No	DEJU	No	yes	exact_match	DEJU-30-No	1
DEJU-30-Ro	DEJU	Ro	yes	exact_match	DEJU-30-Ro	1
DEJU-3-1-No	DEJU	No	yes	exact_match	DEJU-31-No;DEJU-3-1-No	2
DEJU-3-1-Rh	DEJU	Rh	yes	exact_match	DEJU-31-Rh;DEJU-3-1-Rh	2
DEJU-31-Rh	DEJU	Rh	yes	exact_match	DEJU-31-Rh;DEJU-3-1-Rh	2
DEJU-3-1-Ro	DEJU	Ro	yes	exact_match	DEJU-31-Ro;DEJU-3-1-Ro	2
DEJU-31-Ro	DEJU	Ro	yes	exact_match	DEJU-31-Ro;DEJU-3-1-Ro	2
DEJU-31-No	DEJU	No	yes	exact_match	DEJU-31-No;DEJU-3-1-No	2
DEJU-32-Rh	DEJU	Rh	yes	exact_match	DEJU-32-Rh	1
DEJU-32-Ro	DEJU	Ro	yes	exact_match	DEJU-32-Ro	1
DEJU-32-No	DEJU	No	yes	exact_match	DEJU-32-No	1
DEJU-33-Rh	DEJU	Rh	yes	exact_match	DEJU-33-Rh	1
DEJU-33-No	DEJU	No	yes	exact_match	DEJU-33-No	1
DEJU-33-Ro	DEJU	Ro	yes	exact_match	DEJU-33-Ro	1
DEJU-34-Rh	DEJU	Rh	yes	exact_match	DEJU-34-Rh	1
DEJU-34-Ro	DEJU	Ro	yes	exact_match	DEJU-34-Ro	1
DEJU-34-No	DEJU	No	yes	exact_match	DEJU-34-No	1
DEJU-35-Rh	DEJU	Rh	yes	exact_match	DEJU-35-Rh	1
DEJU-35-Ro	DEJU	Ro	yes	exact_match	DEJU-35-Ro	1
DEJU-35-No	DEJU	No	yes	exact_match	DEJU-35-No	1
DEJU-36-Rh	DEJU	Rh	yes	exact_match	DEJU-36-Rh	1
DEJU-36-Ro	DEJU	Ro	yes	exact_match	DEJU-36-Ro	1
DEJU-36-No	DEJU	No	yes	exact_match	DEJU-36-No	1
DEJU-37-Rh	DEJU	Rh	yes	exact_match	DEJU-37-Rh	1
DEJU-37-No	DEJU	No	yes	exact_match	DEJU-37-No	1
DEJU-37-Ro	DEJU	Ro	yes	exact_match	DEJU-37-Ro	1
DEJU-38-Rh	DEJU	Rh	yes	exact_match	DEJU-38-Rh	1
DEJU-38-Ro	DEJU	Ro	yes	exact_match	DEJU-38-Ro	1
DEJU-38-No	DEJU	No	yes	exact_match	DEJU-38-No	1
DEJU-39-Rh	DEJU	Rh	yes	exact_match	DEJU-39-Rh	1
DEJU-39-Ro	DEJU	Ro	yes	exact_match	DEJU-39-Ro	1
DEJU-40-No	DEJU	No	yes	exact_match	DEJU-40-No	1
DEJU-40-Rh	DEJU	Rh	yes	exact_match	DEJU-40-Rh	1
DEJU-40-Ro	DEJU	Ro	yes	exact_match	DEJU-40-Ro	1
DEJU-41-1-No	DEJU	No	yes	exact_match	DEJU-41-1-No	1
DEJU-41-1-Rh	DEJU	Rh	yes	exact_match	DEJU-41-1-Rh	1
DEJU-41-1-Ro	DEJU	Ro	yes	exact_match	DEJU-41-1-Ro	1
DEJU-39-No	DEJU	No	yes	exact_match	DEJU-39-No	1
DEJU-4-1-Rh	DEJU	Rh	yes	exact_match	DEJU-4-1-Rh	1
DEJU-4-1-Ro	DEJU	Ro	yes	exact_match	DEJU-4-1-Ro	1
DEJU-4-1-No	DEJU	No	yes	exact_match	DEJU-4-1-No	1
DEJU-4-2-No	DEJU	No	yes	exact_match	DEJU-42-No;DEJU-4-2-No	2
DEJU-4-2-Rh	DEJU	Rh	yes	exact_match	DEJU-42-Rh;DEJU-4-2-Rh	2
DEJU-42-Rh	DEJU	Rh	yes	exact_match	DEJU-42-Rh;DEJU-4-2-Rh	2
DEJU-4-2-Ro	DEJU	Ro	yes	exact_match	DEJU-42-Ro;DEJU-4-2-Ro	2
DEJU-42-Ro	DEJU	Ro	yes	exact_match	DEJU-42-Ro;DEJU-4-2-Ro	2
DEJU-42-No	DEJU	No	yes	exact_match	DEJU-42-No;DEJU-4-2-No	2
DEJU-43-Rh	DEJU	Rh	yes	exact_match	DEJU-43-Rh	1
DEJU-43-Ro	DEJU	Ro	yes	exact_match	DEJU-43-Ro	1
DEJU-43-No	DEJU	No	yes	exact_match	DEJU-43-No	1
DEJU-44-Rh	DEJU	Rh	yes	exact_match	DEJU-44-Rh	1
DEJU-44-Ro	DEJU	Ro	yes	exact_match	DEJU-44-Ro	1
DEJU-44-No	DEJU	No	yes	exact_match	DEJU-44-No	1
DEJU-45-1-Rh	DEJU	Rh	yes	exact_match	DEJU-45-1-Rh	1
DEJU-45-1-Ro	DEJU	Ro	yes	exact_match	DEJU-45-1-Ro	1
DEJU-46-No	DEJU	No	yes	exact_match	DEJU-46-No	1
DEJU-46-Rh	DEJU	Rh	yes	exact_match	DEJU-46-Rh	1
DEJU-46-Ro	DEJU	Ro	yes	exact_match	DEJU-46-Ro	1
DEJU-45-1-No	DEJU	No	yes	exact_match	DEJU-45-1-No	1
DEJU-47-Rh	DEJU	Rh	yes	exact_match	DEJU-47-Rh	1
DEJU-47-Ro	DEJU	Ro	yes	exact_match	DEJU-47-Ro	1
DEJU-48-No	DEJU	No	yes	exact_match	DEJU-48-No	1
DEJU-47-No	DEJU	No	yes	exact_match	DEJU-47-No	1
DEJU-48-Ro	DEJU	Ro	yes	exact_match	DEJU-48-Ro	1
DEJU-48-Rh	DEJU	Rh	yes	exact_match	DEJU-48-Rh	1
DEJU-50-Rh	DEJU	Rh	yes	exact_match	DEJU-50-Rh	1
DEJU-50-Ro	DEJU	Ro	yes	exact_match	DEJU-50-Ro	1
DEJU-50-No	DEJU	No	yes	exact_match	DEJU-50-No	1
DEJU-51-1-Rh	DEJU	Rh	yes	exact_match	DEJU-51-1-Rh	1
DEJU-51-1-Ro	DEJU	Ro	yes	exact_match	DEJU-51-1-Ro	1
DEJU-51-1-No	DEJU	No	yes	exact_match	DEJU-51-1-No	1
DEJU-5-1-Rh	DEJU	Rh	yes	exact_match	DEJU-5-1-Rh	1
DEJU-5-1-Ro	DEJU	Ro	yes	exact_match	DEJU-5-1-Ro	1
DEJU-52-1-No	DEJU	No	yes	exact_match	DEJU-52-1-No	1
DEJU-52-1-Rh	DEJU	Rh	yes	exact_match	DEJU-52-1-Rh	1
DEJU-52-1-Ro	DEJU	Ro	yes	exact_match	DEJU-52-1-Ro	1
DEJU-5-1-No	DEJU	No	yes	exact_match	DEJU-5-1-No	1
DEJU-5-2-Rh	DEJU	Rh	yes	exact_match	DEJU-5-2-Rh	1
DEJU-5-2-Ro	DEJU	Ro	yes	exact_match	DEJU-5-2-Ro	1
DEJU-5-2-No	DEJU	No	yes	exact_match	DEJU-5-2-No	1
DEJU-53-Rh	DEJU	Rh	yes	exact_match	DEJU-53-Rh	1
DEJU-53-Ro	DEJU	Ro	yes	exact_match	DEJU-53-Ro	1
DEJU-54-No	DEJU	No	yes	exact_match	DEJU-54-No	1
DEJU-54-Rh	DEJU	Rh	yes	exact_match	DEJU-54-Rh	1
DEJU-54-Ro	DEJU	Ro	yes	exact_match	DEJU-54-Ro	1
DEJU-53-No	DEJU	No	yes	exact_match	DEJU-53-No	1
DEJU-55-Rh	DEJU	Rh	yes	exact_match	DEJU-55-Rh	1
DEJU-55-Ro	DEJU	Ro	yes	exact_match	DEJU-55-Ro	1
DEJU-56-Rh	DEJU	Rh	yes	exact_match	DEJU-56-Rh	1
DEJU-56-Ro	DEJU	Ro	yes	exact_match	DEJU-56-Ro	1
DEJU-55-No	DEJU	No	yes	exact_match	DEJU-55-No	1
DEJU-57-Rh	DEJU	Rh	yes	exact_match	DEJU-57-Rh	1
DEJU-57-Ro	DEJU	Ro	yes	exact_match	DEJU-57-Ro	1
DEJU-58-No	DEJU	No	yes	exact_match	DEJU-58-No	1
DEJU-58-Rh	DEJU	Rh	yes	exact_match	DEJU-58-Rh	1
DEJU-58-Ro	DEJU	Ro	yes	exact_match	DEJU-58-Ro	1
DEJU-57-No	DEJU	No	yes	exact_match	DEJU-57-No	1
DEJU-59-Rh	DEJU	Rh	yes	exact_match	DEJU-59-Rh	1
DEJU-59-No	DEJU	No	yes	exact_match	DEJU-59-No	1
DEJU-59-Ro	DEJU	Ro	yes	exact_match	DEJU-59-Ro	1
DEJU-60-Rh	DEJU	Rh	yes	exact_match	DEJU-60-Rh	1
DEJU-60-Ro	DEJU	Ro	yes	exact_match	DEJU-60-Ro	1
DEJU-60-No	DEJU	No	yes	exact_match	DEJU-60-No	1
DEJU-6-1-Rh	DEJU	Rh	yes	exact_match	DEJU-6-1-Rh	1
DEJU-6-1-Ro	DEJU	Ro	yes	exact_match	DEJU-6-1-Ro	1
DEJU-62-1-No	DEJU	No	yes	exact_match	DEJU-62-1-No	1
DEJU-62-1-Rh	DEJU	Rh	yes	exact_match	DEJU-62-1-Rh	1
DEJU-62-1-Ro	DEJU	Ro	yes	exact_match	DEJU-62-1-Ro	1
DEJU-6-1-No	DEJU	No	yes	exact_match	DEJU-6-1-No	1
DEJU-6-2-Rh	DEJU	Rh	yes	exact_match	DEJU-6-2-Rh	1
DEJU-6-2-Ro	DEJU	Ro	yes	exact_match	DEJU-6-2-Ro	1
DEJU-63-No	DEJU	No	yes	exact_match	DEJU-63-No	1
DEJU-63-Rh	DEJU	Rh	yes	exact_match	DEJU-63-Rh	1
DEJU-63-Ro	DEJU	Ro	yes	exact_match	DEJU-63-Ro	1
DEJU-6-2-No	DEJU	No	yes	exact_match	DEJU-6-2-No	1
DEJU-7-1-Rh	DEJU	Rh	yes	exact_match	DEJU-7-1-Rh	1
DEJU-7-1-No	DEJU	No	yes	exact_match	DEJU-7-1-No	1
DEJU-7-1-Ro	DEJU	Ro	yes	exact_match	DEJU-7-1-Ro	1
DEJU-7-2-Rh	DEJU	Rh	yes	exact_match	DEJU-7-2-Rh	1
DEJU-7-2-Ro	DEJU	Ro	yes	exact_match	DEJU-7-2-Ro	1
DEJU-8-1-No	DEJU	No	yes	exact_match	DEJU-8-1-No	1
DEJU-7-2-No	DEJU	No	yes	exact_match	DEJU-7-2-No	1
DEJU-8-1-Ro	DEJU	Ro	yes	exact_match	DEJU-8-1-Ro	1
DEJU-8-1-Rh	DEJU	Rh	yes	exact_match	DEJU-8-1-Rh	1
DEJU-8-2-Rh	DEJU	Rh	yes	exact_match	DEJU-8-2-Rh	1
DEJU-8-2-Ro	DEJU	Ro	yes	exact_match	DEJU-8-2-Ro	1
DEJU-9-1-No	DEJU	No	yes	exact_match	DEJU-9-1-No	1
DEJU-9-1-Rh	DEJU	Rh	yes	exact_match	DEJU-9-1-Rh	1
DEJU-9-1-Ro	DEJU	Ro	yes	exact_match	DEJU-9-1-Ro	1
DEJU-8-2-No	DEJU	No	yes	exact_match	DEJU-8-2-No	1
DELA-10-2-No	DELA	No	yes	exact_match	DELA-10-2-No	1
DELA-10-2-Rh	DELA	Rh	yes	exact_match	DELA-10-2-Rh	1
DELA-10-2-Ro	DELA	Ro	yes	exact_match	DELA-10-2-Ro	1
DELA-11-3-Rh	DELA	Rh	yes	exact_match	DELA-11-3-Rh	1
DELA-11-3-Ro	DELA	Ro	yes	exact_match	DELA-11-3-Ro	1
DELA-11-3-No	DELA	No	yes	exact_match	DELA-11-3-No	1
DELA-12-2-Rh	DELA	Rh	yes	exact_match	DELA-12-2-Rh	1
DELA-12-2-Ro	DELA	Ro	yes	exact_match	DELA-12-2-Ro	1
DELA-13-1-No	DELA	No	yes	exact_match	DELA-13-1-No	1
DELA-12-2-No	DELA	No	yes	exact_match	DELA-12-2-No	1
DELA-13-1-Rh	DELA	Rh	yes	exact_match	DELA-13-1-Rh	1
DELA-13-1-Ro	DELA	Ro	yes	exact_match	DELA-13-1-Ro	1
DELA-1-3-Rh	DELA	Rh	yes	exact_match	DELA-1-3-Rh	1
DELA-1-3-Ro	DELA	Ro	yes	exact_match	DELA-1-3-Ro	1
DELA-14-2-No	DELA	No	yes	exact_match	DELA-14-2-No	1
DELA-1-3-No	DELA	No	yes	exact_match	DELA-1-3-No	1
DELA-14-2-Rh	DELA	Rh	yes	exact_match	DELA-14-2-Rh	1
DELA-14-2-Ro	DELA	Ro	yes	exact_match	DELA-14-2-Ro	1
DELA-15-1-Rh	DELA	Rh	yes	exact_match	DELA-15-1-Rh	1
DELA-15-1-Ro	DELA	Ro	yes	exact_match	DELA-15-1-Ro	1
DELA-15-1-No	DELA	No	yes	exact_match	DELA-15-1-No	1
DELA-16-Rh	DELA	Rh	yes	exact_match	DELA-16-Rh	1
DELA-16-Ro	DELA	Ro	yes	exact_match	DELA-16-Ro	1
DELA-16-No	DELA	No	yes	exact_match	DELA-16-No	1
DELA-17-1-Rh	DELA	Rh	yes	exact_match	DELA-17-1-Rh	1
DELA-17-1-Ro	DELA	Ro	yes	exact_match	DELA-17-1-Ro	1
DELA-17-1-No	DELA	No	yes	exact_match	DELA-17-1-No	1
DELA-18-2-Rh	DELA	Rh	yes	exact_match	DELA-18-2-Rh	1
DELA-18-2-Ro	DELA	Ro	yes	exact_match	DELA-18-2-Ro	1
DELA-19-1-No	DELA	No	yes	exact_match	DELA-19-1-No	1
DELA-19-1-Rh	DELA	Rh	yes	exact_match	DELA-19-1-Rh	1
DELA-19-1-Ro	DELA	Ro	yes	exact_match	DELA-19-1-Ro	1
DELA-20-1-No	DELA	No	yes	exact_match	DELA-20-1-No	1
DELA-20-1-Rh	DELA	Rh	yes	exact_match	DELA-20-1-Rh	1
DELA-18-2-No	DELA	No	yes	exact_match	DELA-18-2-No	1
DELA-20-1-Ro	DELA	Ro	yes	exact_match	DELA-20-1-Ro	1
DELA-21-1-Rh	DELA	Rh	yes	exact_match	DELA-21-1-Rh	1
DELA-21-1-Ro	DELA	Ro	yes	exact_match	DELA-21-1-Ro	1
DELA-22-1-No	DELA	No	yes	exact_match	DELA-22-1-No	1
DELA-22-1-Rh	DELA	Rh	yes	exact_match	DELA-22-1-Rh	1
DELA-22-1-Ro	DELA	Ro	yes	exact_match	DELA-22-1-Ro	1
DELA-2-2-No	DELA	No	yes	exact_match	DELA-2-2-No	1
DELA-2-2-Rh	DELA	Rh	yes	exact_match	DELA-2-2-Rh	1
DELA-2-2-Ro	DELA	Ro	yes	exact_match	DELA-2-2-Ro	1
DELA-21-1-No	DELA	No	yes	exact_match	DELA-21-1-No	1
DELA-23-2-Rh	DELA	Rh	yes	exact_match	DELA-23-2-Rh	1
DELA-23-2-No	DELA	No	yes	exact_match	DELA-23-2-No	1
DELA-23-2-Ro	DELA	Ro	yes	exact_match	DELA-23-2-Ro	1
DELA-24-1-Rh	DELA	Rh	yes	exact_match	DELA-24-1-Rh	1
DELA-24-1-Ro	DELA	Ro	yes	exact_match	DELA-24-1-Ro	1
DELA-24-1-No	DELA	No	yes	exact_match	DELA-24-1-No	1
DELA-25-2-Rh	DELA	Rh	yes	exact_match	DELA-25-2-Rh	1
DELA-25-2-Ro	DELA	Ro	yes	exact_match	DELA-25-2-Ro	1
DELA-26-3-No	DELA	No	yes	exact_match	DELA-26-3-No	1
DELA-25-2-No	DELA	No	yes	exact_match	DELA-25-2-No	1
DELA-26-3-Ro	DELA	Ro	yes	exact_match	DELA-26-3-Ro	1
DELA-26-3-Rh	DELA	Rh	yes	exact_match	DELA-26-3-Rh	1
DELA-27-3-Rh	DELA	Rh	yes	exact_match	DELA-27-3-Rh	1
DELA-27-3-Ro	DELA	Ro	yes	exact_match	DELA-27-3-Ro	1
DELA-27-3-No	DELA	No	yes	exact_match	DELA-27-3-No	1
DELA-28-Rh	DELA	Rh	yes	exact_match	DELA-28-Rh	1
DELA-28-No	DELA	No	yes	exact_match	DELA-28-No	1
DELA-28-Ro	DELA	Ro	yes	exact_match	DELA-28-Ro	1
DELA-29-1-No	DELA	No	yes	exact_match	DELA-29-1-No	1
DELA-29-1-Ro	DELA	Ro	yes	exact_match	DELA-29-1-Ro	1
DELA-30-2-No	DELA	No	yes	exact_match	DELA-30-2-No	1
DELA-30-2-Rh	DELA	Rh	yes	exact_match	DELA-30-2-Rh	1
DELA-30-2-Ro	DELA	Ro	yes	exact_match	DELA-30-2-Ro	1
DELA-29-1-Rh	DELA	Rh	yes	exact_match	DELA-29-1-Rh	1
DELA-31-1-Rh	DELA	Rh	yes	exact_match	DELA-31-1-Rh	1
DELA-31-1-Ro	DELA	Ro	yes	exact_match	DELA-31-1-Ro	1
DELA-31-1-No	DELA	No	yes	exact_match	DELA-31-1-No	1
DELA-32-1-Rh	DELA	Rh	yes	exact_match	DELA-32-1-Rh	1
DELA-32-1-Ro	DELA	Ro	yes	exact_match	DELA-32-1-Ro	1
DELA-32-1-No	DELA	No	yes	exact_match	DELA-32-1-No	1
DELA-33-1-Rh	DELA	Rh	yes	exact_match	DELA-33-1-Rh	1
DELA-33-1-Ro	DELA	Ro	yes	exact_match	DELA-33-1-Ro	1
DELA-33-1-No	DELA	No	yes	exact_match	DELA-33-1-No	1
DELA-3-3-No	DELA	No	yes	exact_match	DELA-3-3-No	1
DELA-3-3-Ro	DELA	Ro	yes	exact_match	DELA-3-3-Ro	1
DELA-3-3-Rh	DELA	Rh	yes	exact_match	DELA-3-3-Rh	1
DELA-4-1-Rh	DELA	Rh	yes	exact_match	DELA-4-1-Rh	1
DELA-4-1-Ro	DELA	Ro	yes	exact_match	DELA-4-1-Ro	1
DELA-5-1-No	DELA	No	yes	exact_match	DELA-5-1-No	1
DELA-5-1-Rh	DELA	Rh	yes	exact_match	DELA-5-1-Rh	1
DELA-4-1-No	DELA	No	yes	exact_match	DELA-4-1-No	1
DELA-5-1-Ro	DELA	Ro	yes	exact_match	DELA-5-1-Ro	1
DELA-6-3-No	DELA	No	yes	exact_match	DELA-6-3-No	1
DELA-6-3-Rh	DELA	Rh	yes	exact_match	DELA-6-3-Rh	1
DELA-6-3-Ro	DELA	Ro	yes	exact_match	DELA-6-3-Ro	1
DELA-7-3-Rh	DELA	Rh	yes	exact_match	DELA-7-3-Rh	1
DELA-7-3-Ro	DELA	Ro	yes	exact_match	DELA-7-3-Ro	1
DELA-7-3-No	DELA	No	yes	exact_match	DELA-7-3-No	1
DELA-8-2-Rh	DELA	Rh	yes	exact_match	DELA-8-2-Rh	1
DELA-8-2-Ro	DELA	Ro	yes	exact_match	DELA-8-2-Ro	1
DELA-8-2-No	DELA	No	yes	exact_match	DELA-8-2-No	1
DELA-9-1-Rh	DELA	Rh	yes	exact_match	DELA-9-1-Rh	1
DELA-9-1-Ro	DELA	Ro	yes	exact_match	DELA-9-1-Ro	1
DELA-9-1-No	DELA	No	yes	exact_match	DELA-9-1-No	1
DSNY-101-1-Rh	DSNY	Rh	yes	exact_match	DSNY-101-1-Rh	1
DSNY-10-3-No	DSNY	No	yes	exact_match	DSNY-10-3-No	1
DSNY-10-3-Rh	DSNY	Rh	yes	exact_match	DSNY-10-3-Rh	1
DSNY-10-3-Ro	DSNY	Ro	yes	exact_match	DSNY-10-3-Ro	1
DSNY-101-1-No	DSNY	No	yes	exact_match	DSNY-101-1-No	1
DSNY-11-3-Ro	DSNY	Ro	yes	exact_match	DSNY-11-3-Ro	1
DSNY-12-2-No	DSNY	No	yes	exact_match	DSNY-12-2-No	1
DSNY-12-2-Ro	DSNY	Ro	yes	exact_match	DSNY-12-2-Ro	1
DSNY-11-3-No	DSNY	No	yes	exact_match	DSNY-11-3-No	1
DSNY-13-1-No	DSNY	No	yes	exact_match	DSNY-13-1-No	1
DSNY-13-1-Rh	DSNY	Rh	yes	exact_match	DSNY-13-1-Rh	1
DSNY-13-1-Ro	DSNY	Ro	yes	exact_match	DSNY-13-1-Ro	1
DSNY-14-1-Rh	DSNY	Rh	yes	exact_match	DSNY-14-1-Rh	1
DSNY-14-1-Ro	DSNY	Ro	yes	exact_match	DSNY-14-1-Ro	1
DSNY-14-1-No	DSNY	No	yes	exact_match	DSNY-14-1-No	1
DSNY-15-1-Rh	DSNY	Rh	yes	exact_match	DSNY-15-1-Rh	1
DSNY-15-1-Ro	DSNY	Ro	yes	exact_match	DSNY-15-1-Ro	1
DSNY-15-1-No	DSNY	No	yes	exact_match	DSNY-15-1-No	1
DSNY-17-3-Rh	DSNY	Rh	yes	exact_match	DSNY-17-3-Rh	1
DSNY-17-3-No	DSNY	No	yes	exact_match	DSNY-17-3-No	1
DSNY-18-1-Rh	DSNY	Rh	yes	exact_match	DSNY-18-1-Rh	1
DSNY-18-1-Ro	DSNY	Ro	yes	exact_match	DSNY-18-1-Ro	1
DSNY-18-1-No	DSNY	No	yes	exact_match	DSNY-18-1-No	1
DSNY-19-1-Rh	DSNY	Rh	yes	exact_match	DSNY-19-1-Rh	1
DSNY-19-1-No	DSNY	No	yes	exact_match	DSNY-19-1-No	1
DSNY-20-1-Rh	DSNY	Rh	yes	exact_match	DSNY-20-1-Rh	1
DSNY-20-1-Ro	DSNY	Ro	yes	exact_match	DSNY-20-1-Ro	1
DSNY-21-1-No	DSNY	No	yes	exact_match	DSNY-21-1-No	1
DSNY-21-1-Rh	DSNY	Rh	yes	exact_match	DSNY-21-1-Rh	1
DSNY-21-1-Ro	DSNY	Ro	yes	exact_match	DSNY-21-1-Ro	1
DSNY-20-1-No	DSNY	No	yes	exact_match	DSNY-20-1-No	1
DSNY-2-1-No	DSNY	No	yes	exact_match	DSNY-2-1-No	1
DSNY-2-1-Ro	DSNY	Ro	yes	exact_match	DSNY-2-1-Ro	1
DSNY-2-1-Rh	DSNY	Rh	yes	exact_match	DSNY-2-1-Rh	1
DSNY-22-3-Rh	DSNY	Rh	yes	exact_match	DSNY-22-3-Rh	1
DSNY-22-3-Ro	DSNY	Ro	yes	exact_match	DSNY-22-3-Ro	1
DSNY-22-3-No	DSNY	No	yes	exact_match	DSNY-22-3-No	1
DSNY-24-1-Rh	DSNY	Rh	yes	exact_match	DSNY-24-1-Rh	1
DSNY-24-1-Ro	DSNY	Ro	yes	exact_match	DSNY-24-1-Ro	1
DSNY-25-1-No	DSNY	No	yes	exact_match	DSNY-25-1-No	1
DSNY-25-1-Rh	DSNY	Rh	yes	exact_match	DSNY-25-1-Rh	1
DSNY-25-1-Ro	DSNY	Ro	yes	exact_match	DSNY-25-1-Ro	1
DSNY-26-1-No	DSNY	No	yes	exact_match	DSNY-26-1-No	1
DSNY-26-1-Rh	DSNY	Rh	yes	exact_match	DSNY-26-1-Rh	1
DSNY-26-1-Ro	DSNY	Ro	yes	exact_match	DSNY-26-1-Ro	1
DSNY-24-1-No	DSNY	No	yes	exact_match	DSNY-24-1-No	1
DSNY-27-1-Rh	DSNY	Rh	yes	exact_match	DSNY-27-1-Rh	1
DSNY-27-1-Ro	DSNY	Ro	yes	exact_match	DSNY-27-1-Ro	1
DSNY-28-1-No	DSNY	No	yes	exact_match	DSNY-28-1-No	1
DSNY-28-1-Rh	DSNY	Rh	yes	exact_match	DSNY-28-1-Rh	1
DSNY-28-1-Ro	DSNY	Ro	yes	exact_match	DSNY-28-1-Ro	1
DSNY-27-1-No	DSNY	No	yes	exact_match	DSNY-27-1-No	1
DSNY-29-1-Rh	DSNY	Rh	yes	exact_match	DSNY-29-1-Rh	1
DSNY-29-1-Ro	DSNY	Ro	yes	exact_match	DSNY-29-1-Ro	1
DSNY-29-1-No	DSNY	No	yes	exact_match	DSNY-29-1-No	1
DSNY-30-1-No	DSNY	No	yes	exact_match	DSNY-30-1-No	1
DSNY-30-1-Ro	DSNY	Ro	yes	exact_match	DSNY-30-1-Ro	1
DSNY-30-1-Rh	DSNY	Rh	yes	exact_match	DSNY-30-1-Rh	1
DSNY-31-1-Rh	DSNY	Rh	yes	exact_match	DSNY-31-1-Rh	1
DSNY-31-1-Ro	DSNY	Ro	yes	exact_match	DSNY-31-1-Ro	1
DSNY-3-1-No	DSNY	No	yes	exact_match	DSNY-3-1-No	1
DSNY-3-1-Rh	DSNY	Rh	yes	exact_match	DSNY-3-1-Rh	1
DSNY-3-1-Ro	DSNY	Ro	yes	exact_match	DSNY-3-1-Ro	1
DSNY-31-1-No	DSNY	No	yes	exact_match	DSNY-31-1-No	1
DSNY-34-1-Rh	DSNY	Rh	yes	exact_match	DSNY-34-1-Rh	1
DSNY-34-1-Ro	DSNY	Ro	yes	exact_match	DSNY-34-1-Ro	1
DSNY-34-1-No	DSNY	No	yes	exact_match	DSNY-34-1-No	1
DSNY-36-1-No	DSNY	No	yes	exact_match	DSNY-36-1-No	1
DSNY-36-1-Ro	DSNY	Ro	yes	exact_match	DSNY-36-1-Ro	1
DSNY-36-1-Rh	DSNY	Rh	yes	exact_match	DSNY-36-1-Rh	1
DSNY-37-1-Rh	DSNY	Rh	yes	exact_match	DSNY-37-1-Rh	1
DSNY-37-1-Ro	DSNY	Ro	yes	exact_match	DSNY-37-1-Ro	1
DSNY-38-3-No	DSNY	No	yes	exact_match	DSNY-38-3-No	1
DSNY-38-3-Rh	DSNY	Rh	yes	exact_match	DSNY-38-3-Rh	1
DSNY-38-3-Ro	DSNY	Ro	yes	exact_match	DSNY-38-3-Ro	1
DSNY-39-4-No	DSNY	No	yes	exact_match	DSNY-39-4-No	1
DSNY-37-1-No	DSNY	No	yes	exact_match	DSNY-37-1-No	1
DSNY-39-4-Ro	DSNY	Ro	yes	exact_match	DSNY-39-4-Ro	1
DSNY-39-4-Rh	DSNY	Rh	yes	exact_match	DSNY-39-4-Rh	1
DSNY-40-2-No	DSNY	No	yes	exact_match	DSNY-40-2-No	1
DSNY-40-2-Ro	DSNY	Ro	yes	exact_match	DSNY-40-2-Ro	1
DSNY-40-2-Rh	DSNY	Rh	yes	exact_match	DSNY-40-2-Rh	1
DSNY-4-1-Rh	DSNY	Rh	yes	exact_match	DSNY-4-1-Rh	1
DSNY-4-1-Ro	DSNY	Ro	yes	exact_match	DSNY-4-1-Ro	1
DSNY-43-1-No	DSNY	No	yes	exact_match	DSNY-43-1-No	1
DSNY-43-1-Rh	DSNY	Rh	yes	exact_match	DSNY-43-1-Rh	1
DSNY-4-1-No	DSNY	No	yes	exact_match	DSNY-4-1-No	1
DSNY-43-1-Ro	DSNY	Ro	yes	exact_match	DSNY-43-1-Ro	1
DSNY-44-1-Rh	DSNY	Rh	yes	exact_match	DSNY-44-1-Rh	1
DSNY-44-1-Ro	DSNY	Ro	yes	exact_match	DSNY-44-1-Ro	1
DSNY-44-1-No	DSNY	No	yes	exact_match	DSNY-44-1-No	1
DSNY-48-1-Rh	DSNY	Rh	yes	exact_match	DSNY-48-1-Rh	1
DSNY-48-1-Ro	DSNY	Ro	yes	exact_match	DSNY-48-1-Ro	1
DSNY-48-1-No	DSNY	No	yes	exact_match	DSNY-48-1-No	1
DSNY-49-2-Rh	DSNY	Rh	yes	exact_match	DSNY-49-2-Rh	1
DSNY-49-2-Ro	DSNY	Ro	yes	exact_match	DSNY-49-2-Ro	1
DSNY-49-2-No	DSNY	No	yes	exact_match	DSNY-49-2-No	1
DSNY-50-1-Rh	DSNY	Rh	yes	exact_match	DSNY-50-1-Rh	1
DSNY-50-1-Ro	DSNY	Ro	yes	exact_match	DSNY-50-1-Ro	1
DSNY-50-1-No	DSNY	No	yes	exact_match	DSNY-50-1-No	1
DSNY-51-2-Rh	DSNY	Rh	yes	exact_match	DSNY-51-2-Rh	1
