Sample ID,Domain,Species,Date finalized,Qubit average,Total DNA,NebNext protocol,Isotope reference name,Sample preservation,Type,Family,Site,Genus,Tribe,Plot simple,County,State,native,Lat,Long,Date (field collection)
DEJU-4-1-Rh,D19,Alnus viridis,2/26/25,0,0,Quarter,DEJU-4,ethanol,rhizosphere,Betulaceae,DEJU,Alnus,actinorhizal,DEJU_047,,Alaska,yes,,,
DEJU-4-1-Ro,D19,Alnus viridis,2/26/25,2.05,98.4,Quarter,DEJU-4,ethanol,root,Betulaceae,DEJU,Alnus,actinorhizal,DEJU_047,,Alaska,yes,,,
DEJU-4-1-No,D19,Alnus viridis,2/26/25,3,144,Quarter,DEJU-4,ethanol,nodule,Betulaceae,DEJU,Alnus,actinorhizal,DEJU_047,,Alaska,yes,,,
DELA-2-2-Rh,D08,Lespedeza cuneata,2/26/25,0.2215,10.632,Quarter,DELA-2,dry,rhizosphere,Fabaceae,DELA,Lespedeza,Desmodieae,DELA_008,Green County,AL,no,32.539186,-87.81292,7/24/24
DELA-2-2-Ro,D08,Lespedeza cuneata,2/26/25,4.75,228,Quarter,DELA-2,dry,root,Fabaceae,DELA,Lespedeza,Desmodieae,DELA_008,Green County,AL,no,32.539186,-87.81292,7/24/24
DELA-2-2-No,D08,Lespedeza cuneata,2/26/25,0,0,Quarter,DELA-2,dry,nodule,Fabaceae,DELA,Lespedeza,Desmodieae,DELA_008,Green County,AL,no,32.539186,-87.81292,7/24/24
DSNY-101-1-Rh,D03,Crotalaria spectabilis,2/26/25,0,0,Quarter,DSNY-101,dry,rhizosphere,Fabaceae,DSNY,Crotalaria,Crotalarieae,,Osceola,FLorida,no,,,20241211
DSNY-101-1-No,D03,Crotalaria spectabilis,2/26/25,1.495,71.76,Quarter,DSNY-101,dry,nodule,Fabaceae,DSNY,Crotalaria,Crotalarieae,,Osceola,FLorida,no,,,20241211
JERC-159-2-Rh,D03,Dalea carnea alba,2/26/25,0,0,Quarter,JERC-159,dry,rhizosphere,Fabaceae,JERC,Dalea,Amorpheae,JERC_015,Baker County,Georgia,yes,,,20241002
JERC-159-2-Ro,D03,Dalea carnea alba,2/26/25,1.115,53.52,Quarter,JERC-159,dry,root,Fabaceae,JERC,Dalea,Amorpheae,JERC_015,Baker County,Georgia,yes,,,20241002
JERC-159-2-No,D03,Dalea carnea alba,2/26/25,0.058,2.784,Quarter,JERC-159,dry,nodule,Fabaceae,JERC,Dalea,Amorpheae,JERC_015,Baker County,Georgia,yes,,,20241002
JERC-168-Rh,D03,Tephrosia spicata,2/26/25,0,0,Quarter,JERC-168,dry,rhizosphere,Fabaceae,JERC,Tephrosia,Millettieae,JERC_019,Baker County,Georgia,yes,,,20241003
JERC-168-Ro,D03,Tephrosia spicata,2/26/25,0.0655,3.144,Quarter,JERC-168,dry,root,Fabaceae,JERC,Tephrosia,Millettieae,JERC_019,Baker County,Georgia,yes,,,20241003
JERC-168-No,D03,Tephrosia spicata,2/26/25,0,0,Quarter,JERC-168,dry,nodule,Fabaceae,JERC,Tephrosia,Millettieae,JERC_019,Baker County,Georgia,yes,,,20241003
JERC-172-2-Rh,D03,Desmodium paniculatum,2/26/25,0,0,Quarter,JERC-172,dry,rhizosphere,Fabaceae,JERC,Desmodium,Desmodieae,JERC_019,Baker County,Georgia,yes,,,20241003
JERC-172-2-Ro,D03,Desmodium paniculatum,2/26/25,0.1965,9.432,Quarter,JERC-172,dry,root,Fabaceae,JERC,Desmodium,Desmodieae,JERC_019,Baker County,Georgia,yes,,,20241003
JERC-172-2-No,D03,Desmodium paniculatum,2/26/25,0,0,Quarter,JERC-172,dry,nodule,Fabaceae,JERC,Desmodium,Desmodieae,JERC_019,Baker County,Georgia,yes,,,20241003
JERC-173-1-Rh,D03,Desmodium ciliare,2/26/25,0,0,Quarter,JERC-173,dry,rhizosphere,Fabaceae,JERC,Desmodium,Desmodieae,JERC_054,Baker County,Georgia,yes,,,20241003
JERC-173-1-Ro,D03,Desmodium ciliare,2/26/25,1.355,65.04,Quarter,JERC-173,dry,root,Fabaceae,JERC,Desmodium,Desmodieae,JERC_054,Baker County,Georgia,yes,,,20241003
JERC-173-1-No,D03,Desmodium ciliare,2/26/25,1.745,83.76,Quarter,JERC-173,dry,nodule,Fabaceae,JERC,Desmodium,Desmodieae,JERC_054,Baker County,Georgia,yes,,,20241003
CLBJ-32-1-Rh,D11,Crotalaria sagittalis,2/26/25,0,0,Quarter,CLBJ-32,ethanol,rhizosphere,Fabaceae,CLBJ,Crotalaria,Crotalarieae,CLBJ_036_R,Wise,TX,yes,33.397578,-97.57995,6/11/24
CLBJ-32-1-Ro,D11,Crotalaria sagittalis,2/26/25,20.85,1000.8,Half,CLBJ-32,ethanol,root,Fabaceae,CLBJ,Crotalaria,Crotalarieae,CLBJ_036_R,Wise,TX,yes,33.397578,-97.57995,6/11/24
CLBJ-32-1-No,D11,Crotalaria sagittalis,2/26/25,1.39,66.72,Quarter,CLBJ-32,ethanol,nodule,Fabaceae,CLBJ,Crotalaria,Crotalarieae,CLBJ_036_R,Wise,TX,yes,33.397578,-97.57995,6/11/24
CLBJ-33-1-Rh,D11,Stylosanthes biflora,2/26/25,0,0,Quarter,CLBJ-33,ethanol,rhizosphere,Fabaceae,CLBJ,Stylosanthes,Dalbergieae,CLBJ_036_R,Wise,TX,yes,33.397578,-97.57995,6/11/24
CLBJ-33-1-Ro,D11,Stylosanthes biflora,2/26/25,11.6,556.8,Half,CLBJ-33,ethanol,root,Fabaceae,CLBJ,Stylosanthes,Dalbergieae,CLBJ_036_R,Wise,TX,yes,33.397578,-97.57995,6/11/24
CLBJ-33-1-No,D11,Stylosanthes biflora,2/26/25,11.35,544.8,Half,CLBJ-33,ethanol,nodule,Fabaceae,CLBJ,Stylosanthes,Dalbergieae,CLBJ_036_R,Wise,TX,yes,33.397578,-97.57995,6/11/24
CLBJ-34-1-Rh,D11,Lespedeza virginica,2/26/25,0.0925,4.44,Quarter,CLBJ-34,ethanol,rhizosphere,Fabaceae,CLBJ,Lespedeza,Desmodieae,CLBJ_036_R,Wise,TX,yes,33.397578,-97.57995,6/11/24
CLBJ-34-1-Ro,D11,Lespedeza virginica,2/26/25,0.981,47.088,Quarter,CLBJ-34,ethanol,root,Fabaceae,CLBJ,Lespedeza,Desmodieae,CLBJ_036_R,Wise,TX,yes,33.397578,-97.57995,6/11/24
CLBJ-34-1-No,D11,Lespedeza virginica,2/26/25,5.91,283.68,Half,CLBJ-34,ethanol,nodule,Fabaceae,CLBJ,Lespedeza,Desmodieae,CLBJ_036_R,Wise,TX,yes,33.397578,-97.57995,6/11/24
CLBJ-35-1-Rh,D11,Rhynchosia latifolia,2/26/25,0.0825,3.96,Quarter,CLBJ-35,ethanol,rhizosphere,Fabaceae,CLBJ,Rhynchosia,Phaseoleae,CLBJ_036_R,Wise,TX,yes,33.397578,-97.57995,6/11/24
CLBJ-35-1-Ro,D11,Rhynchosia latifolia,2/26/25,0.0845,4.056,Quarter,CLBJ-35,ethanol,root,Fabaceae,CLBJ,Rhynchosia,Phaseoleae,CLBJ_036_R,Wise,TX,yes,33.397578,-97.57995,6/11/24
CLBJ-35-1-No,D11,Rhynchosia latifolia,2/26/25,0,0,Quarter,CLBJ-35,ethanol,nodule,Fabaceae,CLBJ,Rhynchosia,Phaseoleae,CLBJ_036_R,Wise,TX,yes,33.397578,-97.57995,6/11/24
OSBS-35-2-Rh,D03,Chapmannia floridana,2/26/25,0.054,2.592,Quarter,OSBS-35,dry,rhizosphere,Fabaceae,OSBS,Chapmannia,Dalbergieae,OSBS_006,Putnam,FL,yes,,,20240611
OSBS-35-2-Ro,D03,Chapmannia floridana,2/26/25,0.058,2.784,Quarter,OSBS-35,dry,root,Fabaceae,OSBS,Chapmannia,Dalbergieae,OSBS_006,Putnam,FL,yes,,,20240611
OSBS-35-2-No,D03,Chapmannia floridana,2/26/25,1.555,74.64,Quarter,OSBS-35,dry,nodule,Fabaceae,OSBS,Chapmannia,Dalbergieae,OSBS_006,Putnam,FL,yes,,,20240611
OSBS-36-1-Rh,D03,Tephrosia virginiana,2/26/25,0,0,Quarter,OSBS-36,dry,rhizosphere,Fabaceae,OSBS,Tephrosia,Millettieae,OSBS_006,Putnam,FL,yes,,,20240611
OSBS-36-1-Ro,D03,Tephrosia virginiana,2/26/25,0.151,7.248,Quarter,OSBS-36,dry,root,Fabaceae,OSBS,Tephrosia,Millettieae,OSBS_006,Putnam,FL,yes,,,20240611
OSBS-36-1-No,D03,Tephrosia virginiana,2/26/25,0,0,Quarter,OSBS-36,dry,nodule,Fabaceae,OSBS,Tephrosia,Millettieae,OSBS_006,Putnam,FL,yes,,,20240611
OSBS-37-1-Rh,D03,Chapmannia floridana,2/26/25,0,0,Quarter,OSBS-37,,rhizosphere,Fabaceae,OSBS,Chapmannia,Dalbergieae,OSBS_029,Putnam,FL,yes,,,20240617
OSBS-37-1-Ro,D03,Chapmannia floridana,2/26/25,0.091,4.368,Quarter,OSBS-37,,root,Fabaceae,OSBS,Chapmannia,Dalbergieae,OSBS_029,Putnam,FL,yes,,,20240617
OSBS-37-1-No,D03,Chapmannia floridana,2/26/25,0,0,Quarter,OSBS-37,,nodule,Fabaceae,OSBS,Chapmannia,Dalbergieae,OSBS_029,Putnam,FL,yes,,,20240617
OSBS-38-2-Rh,D03,Pediomelum canescens,2/26/25,0,0,Quarter,OSBS-38,dry,rhizosphere,Fabaceae,OSBS,Pediomelum,Psoraleeae,OSBS_029,Putnam,FL,yes,,,20240617
OSBS-38-2-Ro,D03,Pediomelum canescens,2/26/25,0,0,Quarter,OSBS-38,dry,root,Fabaceae,OSBS,Pediomelum,Psoraleeae,OSBS_029,Putnam,FL,yes,,,20240617
JERC-189-1-Rh,D03,Lespedeza hirta,2/26/25,0,0,Quarter,JERC-189,dry,rhizosphere,Fabaceae,JERC,Lespedeza,Desmodieae,JERC_048,Baker County,Georgia,yes,,,20241028
OSBS-106-1-Rh,D03,Lespedeza hirta,2/26/25,0.0595,2.856,Quarter,OSBS-106,,rhizosphere,Fabaceae,OSBS,Lespedeza,Desmodieae,OSBS_070,Putnam,Fl,yes,,,20241008
OSBS-109-4-Rh,D03,Crotalaria spectabilis,2/26/25,0,0,Quarter,OSBS-109,dry,rhizosphere,Fabaceae,OSBS,Crotalaria,Crotalarieae,OSBS_017,Putnam,Fl,no,29.704875,-81.990736,20241028
OSBS-104-1-Rh,D03,Crotalaria maritima,2/26/25,0.1045,5.016,Quarter,OSBS-104,dry,rhizosphere,Fabaceae,OSBS,Crotalaria,Crotalarieae,OSBS_070,Putnam,Fl,yes,,,20241008
OSBS-110-1-Rh,D03,Crotalaria incana,2/26/25,0.054,2.592,Quarter,OSBS-110,dry,rhizosphere,Fabaceae,OSBS,Crotalaria,Crotalarieae,OSBS_062,Putnam,FL,yes,,,20241202
JERC-198-Rh,D03,Chamaecrista fasciculata,2/26/25,0.058,2.784,Quarter,JERC-198,,rhizosphere,Fabaceae,JERC,Chamaecrista,Cassieae,JERC_004,Baker County,Georgia,yes,31.1903745,-84.4660419,20241029
JERC-197-1-Rh,D03,Tephrosia floridanum,2/26/25,0.0615,2.952,Quarter,JERC-197,,rhizosphere,Fabaceae,JERC,Tephrosia,Millettieae,JERC_004,Baker County,Georgia,yes,31.1903745,-84.4660419,20241029
MLBS-2-1-Rh,D07,Amphicarpaea bracteata,2/26/25,22.15,1063.2,Half,MLBS-2,dry,rhizosphere,Fabaceae,MLBS,Amphicarpaea,Phaseoleae,MLBS_075,Giles,VA,yes,37.373889,-80.523611,8/28/24
MLBS-2-1-Ro,D07,Amphicarpaea bracteata,2/26/25,1.475,70.8,Quarter,MLBS-2,dry,root,Fabaceae,MLBS,Amphicarpaea,Phaseoleae,MLBS_075,Giles,VA,yes,37.373889,-80.523611,8/28/24
JERC-154-Rh,D03,Clitoria mariana,2/27/25,0,0,Quarter,JERC-154,dry,rhizosphere,Fabaceae,JERC,Clitoria,Phaseoleae,JERC_015,Baker County,Georgia,yes,,,20241002
JERC-154-Ro,D03,Clitoria mariana,2/27/25,0,0,Quarter,JERC-154,dry,root,Fabaceae,JERC,Clitoria,Phaseoleae,JERC_015,Baker County,Georgia,yes,,,20241002
JERC-154-No,D03,Clitoria mariana,2/27/25,0,0,Quarter,JERC-154,dry,nodule,Fabaceae,JERC,Clitoria,Phaseoleae,JERC_015,Baker County,Georgia,yes,,,20241002
JERC-155-Rh,D03,Rhynchosia to?,2/27/25,0,0,Quarter,JERC-155,dry,rhizosphere,Fabaceae,JERC,Rhynchosia,Phaseoleae,JERC_015,Baker County,Georgia,yes,,,20241002
JERC-155-Ro,D03,Rhynchosia to?,2/27/25,0,0,Quarter,JERC-155,dry,root,Fabaceae,JERC,Rhynchosia,Phaseoleae,JERC_015,Baker County,Georgia,yes,,,20241002
JERC-155-No,D03,Rhynchosia to?,2/27/25,0,0,Quarter,JERC-155,dry,nodule,Fabaceae,JERC,Rhynchosia,Phaseoleae,JERC_015,Baker County,Georgia,yes,,,20241002
JERC-156-Rh,D03,Lespedeza hirta,2/27/25,0,0,Quarter,JERC-156,dry,rhizosphere,Fabaceae,JERC,Lespedeza,Desmodieae,JERC_015,Baker County,Georgia,yes,,,20241002
JERC-156-Ro,D03,Lespedeza hirta,2/27/25,0.071,3.408,Quarter,JERC-156,dry,root,Fabaceae,JERC,Lespedeza,Desmodieae,JERC_015,Baker County,Georgia,yes,,,20241002
JERC-156-No,D03,Lespedeza hirta,2/27/25,0.3165,15.192,Quarter,JERC-156,dry,nodule,Fabaceae,JERC,Lespedeza,Desmodieae,JERC_015,Baker County,Georgia,yes,,,20241002
JERC-158-Rh,D03,Chamaecrista fasciculata,2/27/25,0,0,Quarter,JERC-158,dry,rhizosphere,Fabaceae,JERC,Chamaecrista,Cassieae,JERC_015,Baker County,Georgia,yes,,,20241002
JERC-158-Ro,D03,Chamaecrista fasciculata,2/27/25,0.109,5.232,Quarter,JERC-158,dry,root,Fabaceae,JERC,Chamaecrista,Cassieae,JERC_015,Baker County,Georgia,yes,,,20241002
JERC-158-No,D03,Chamaecrista fasciculata,2/27/25,0,0,Quarter,JERC-158,dry,nodule,Fabaceae,JERC,Chamaecrista,Cassieae,JERC_015,Baker County,Georgia,yes,,,20241002
JERC-160-Rh,D03,Desmodium cuspidatum,2/27/25,0,0,Quarter,JERC-160,dry,rhizosphere,Fabaceae,JERC,Desmodium,Desmodieae,JERC_019,Baker County,Georgia,yes,,,20241003
JERC-160-Ro,D03,Desmodium cuspidatum,2/27/25,0,0,Quarter,JERC-160,dry,root,Fabaceae,JERC,Desmodium,Desmodieae,JERC_019,Baker County,Georgia,yes,,,20241003
JERC-160-No,D03,Desmodium cuspidatum,2/27/25,0,0,Quarter,JERC-160,dry,nodule,Fabaceae,JERC,Desmodium,Desmodieae,JERC_019,Baker County,Georgia,yes,,,20241003
JERC-161-Rh,D03,Rhynchosia tomentosa,2/27/25,0,0,Quarter,JERC-161,dry,rhizosphere,Fabaceae,JERC,Rhynchosia,Phaseoleae,JERC_019,Baker County,Georgia,yes,,,20241003
JERC-161-Ro,D03,Rhynchosia tomentosa,2/27/25,0,0,Quarter,JERC-161,dry,root,Fabaceae,JERC,Rhynchosia,Phaseoleae,JERC_019,Baker County,Georgia,yes,,,20241003
JERC-161-No,D03,Rhynchosia tomentosa,2/27/25,0,0,Quarter,JERC-161,dry,nodule,Fabaceae,JERC,Rhynchosia,Phaseoleae,JERC_019,Baker County,Georgia,yes,,,20241003
JERC-162-Rh,D03,Desmodium fernaldii,2/27/25,0,0,Quarter,JERC-162,dry,rhizosphere,Fabaceae,JERC,Desmodium,Desmodieae,JERC_019,Baker County,Georgia,yes,,,20241003
JERC-162-Ro,D03,Desmodium fernaldii,2/27/25,0.5145,24.696,Quarter,JERC-162,dry,root,Fabaceae,JERC,Desmodium,Desmodieae,JERC_019,Baker County,Georgia,yes,,,20241003
JERC-162-No,D03,Desmodium fernaldii,2/27/25,0,0,Quarter,JERC-162,dry,nodule,Fabaceae,JERC,Desmodium,Desmodieae,JERC_019,Baker County,Georgia,yes,,,20241003
JERC-163-Rh,D03,Desmodium fernaldii,2/27/25,0.39,18.72,Quarter,JERC-163,dry,rhizosphere,Fabaceae,JERC,Desmodium,Desmodieae,JERC_019,Baker County,Georgia,yes,,,20241003
JERC-163-Ro,D03,Desmodium fernaldii,2/27/25,0,0,Quarter,JERC-163,dry,root,Fabaceae,JERC,Desmodium,Desmodieae,JERC_019,Baker County,Georgia,yes,,,20241003
JERC-163-No,D03,Desmodium fernaldii,2/27/25,34.4,1651.2,Half,JERC-163,dry,nodule,Fabaceae,JERC,Desmodium,Desmodieae,JERC_019,Baker County,Georgia,yes,,,20241003
JERC-164-Rh,D03,Lespedeza stuvei,2/27/25,0.058,2.784,Quarter,JERC-164,dry,rhizosphere,Fabaceae,JERC,Lespedeza,Desmodieae,JERC_019,Baker County,Georgia,yes,,,20241003
JERC-164-Ro,D03,Lespedeza stuvei,2/27/25,0,0,Quarter,JERC-164,dry,root,Fabaceae,JERC,Lespedeza,Desmodieae,JERC_019,Baker County,Georgia,yes,,,20241003
JERC-164-No,D03,Lespedeza stuvei,2/27/25,0.1425,6.84,Quarter,JERC-164,dry,nodule,Fabaceae,JERC,Lespedeza,Desmodieae,JERC_019,Baker County,Georgia,yes,,,20241003
JERC-165-Rh,D03,Lespedeza hirta,2/27/25,0,0,Quarter,JERC-165,dry,rhizosphere,Fabaceae,JERC,Lespedeza,Desmodieae,JERC_019,Baker County,Georgia,yes,,,20241003
JERC-165-Ro,D03,Lespedeza hirta,2/27/25,2.53,121.44,Quarter,JERC-165,dry,root,Fabaceae,JERC,Lespedeza,Desmodieae,JERC_019,Baker County,Georgia,yes,,,20241003
JERC-165-No,D03,Lespedeza hirta,2/27/25,0,0,Quarter,JERC-165,dry,nodule,Fabaceae,JERC,Lespedeza,Desmodieae,JERC_019,Baker County,Georgia,yes,,,20241003
JERC-167-Rh,D03,Galactia volubilis,2/27/25,0,0,Quarter,JERC-167,dry,rhizosphere,Fabaceae,JERC,Galactia,Diocleae,JERC_019,Baker County,Georgia,yes,,,20241003
JERC-167-Ro,D03,Galactia volubilis,2/27/25,3.55,170.4,Quarter,JERC-167,dry,root,Fabaceae,JERC,Galactia,Diocleae,JERC_019,Baker County,Georgia,yes,,,20241003
JERC-167-No,D03,Galactia volubilis,2/27/25,0,0,Quarter,JERC-167,dry,nodule,Fabaceae,JERC,Galactia,Diocleae,JERC_019,Baker County,Georgia,yes,,,20241003
JERC-169-Rh,D03,Clitoria mariana,2/27/25,0,0,Quarter,JERC-169,dry,rhizosphere,Fabaceae,JERC,Clitoria,Phaseoleae,JERC_019,Baker County,Georgia,yes,,,20241003
JERC-169-Ro,D03,Clitoria mariana,2/27/25,0.33,15.84,Quarter,JERC-169,dry,root,Fabaceae,JERC,Clitoria,Phaseoleae,JERC_019,Baker County,Georgia,yes,,,20241003
JERC-169-No,D03,Clitoria mariana,2/27/25,0,0,Quarter,JERC-169,dry,nodule,Fabaceae,JERC,Clitoria,Phaseoleae,JERC_019,Baker County,Georgia,yes,,,20241003
JERC-170-Rh,D03,Desmodium obtusum,2/27/25,0,0,Quarter,JERC-170,dry,rhizosphere,Fabaceae,JERC,Desmodium,Desmodieae,JERC_019,Baker County,Georgia,yes,,,20241003
JERC-170-Ro,D03,Desmodium obtusum,2/27/25,2.45,117.6,Quarter,JERC-170,dry,root,Fabaceae,JERC,Desmodium,Desmodieae,JERC_019,Baker County,Georgia,yes,,,20241003
JERC-170-No,D03,Desmodium obtusum,2/27/25,0.299,14.352,Quarter,JERC-170,dry,nodule,Fabaceae,JERC,Desmodium,Desmodieae,JERC_019,Baker County,Georgia,yes,,,20241003
JERC-171-Rh,D03,Desmodium viridiflorum,2/27/25,0,0,Quarter,JERC-171,dry,rhizosphere,Fabaceae,JERC,Desmodium,Desmodieae,JERC_019,Baker County,Georgia,yes,,,20241003
JERC-171-Ro,D03,Desmodium viridiflorum,2/27/25,0.169,8.112,Quarter,JERC-171,dry,root,Fabaceae,JERC,Desmodium,Desmodieae,JERC_019,Baker County,Georgia,yes,,,20241003
JERC-171-No,D03,Desmodium viridiflorum,2/27/25,0,0,Quarter,JERC-171,dry,nodule,Fabaceae,JERC,Desmodium,Desmodieae,JERC_019,Baker County,Georgia,yes,,,20241003
DSNY-CLFR-60-Rh,D03,Macroptilium lathyroides,2/27/25,0,0,Quarter,DSNY-CLFR-60,dry,rhizosphere,Fabaceae,DSNY,Sesbania,Sesbanieae,DSNY_021,Polk,Florida,yes,28.0490055,-81.4001861,20240821
DSNY-CLFR-60-Ro,D03,Macroptilium lathyroides,2/27/25,0,0,Quarter,DSNY-CLFR-60,dry,root,Fabaceae,DSNY,Sesbania,Sesbanieae,DSNY_021,Polk,Florida,yes,28.0490055,-81.4001861,20240821
DSNY-CLFR-60-No,D03,Macroptilium lathyroides,2/27/25,0,0,Quarter,DSNY-CLFR-60,dry,nodule,Fabaceae,DSNY,Sesbania,Sesbanieae,DSNY_021,Polk,Florida,yes,28.0490055,-81.4001861,20240821
DSNY-63-Rh,D03,Tephrosia hispidula,2/27/25,0,0,Quarter,DSNY-63,dry,rhizosphere,Fabaceae,DSNY,Tephrosia,Millettieae,DSNY_006,Polk,Florida,yes,,,20240820
DSNY-63-Ro,D03,Tephrosia hispidula,2/27/25,2.525,121.2,Quarter,DSNY-63,dry,root,Fabaceae,DSNY,Tephrosia,Millettieae,DSNY_006,Polk,Florida,yes,,,20240820
DSNY-63-No,D03,Tephrosia hispidula,2/27/25,0.191,9.168,Quarter,DSNY-63,dry,nodule,Fabaceae,DSNY,Tephrosia,Millettieae,DSNY_006,Polk,Florida,yes,,,20240820
DELA-9-1-Rh,D08,Amphicarpaea bracteata,3/3/25,0,0,Quarter,DELA-9,dry,rhizosphere,Fabaceae,DELA,Amphicarpaea,Phaseoleae,DELA_016,Green County,AL,yes,32.535793,-87.808361,8/13/24
DELA-9-1-Ro,D08,Amphicarpaea bracteata,3/3/25,0.4305,20.664,Quarter,DELA-9,dry,root,Fabaceae,DELA,Amphicarpaea,Phaseoleae,DELA_016,Green County,AL,yes,32.535793,-87.808361,8/13/24
DELA-9-1-No,D08,Amphicarpaea bracteata,3/3/25,0.171,8.208,Quarter,DELA-9,dry,nodule,Fabaceae,DELA,Amphicarpaea,Phaseoleae,DELA_016,Green County,AL,yes,32.535793,-87.808361,8/13/24
DELA-10-2-Rh,D08,Desmodium perplexum,3/3/25,7.795,374.16,Half,DELA-10,dry,rhizosphere,Fabaceae,DELA,Desmodium,Desmodieae,DELA_027,Green County,AL,yes,32.538485,-87.809529,8/13/24
DELA-10-2-Ro,D08,Desmodium perplexum,3/3/25,1.81,86.88,Quarter,DELA-10,dry,root,Fabaceae,DELA,Desmodium,Desmodieae,DELA_027,Green County,AL,yes,32.538485,-87.809529,8/13/24
DELA-10-2-No,D08,Desmodium perplexum,3/3/25,0.179,8.592,Quarter,DELA-10,dry,nodule,Fabaceae,DELA,Desmodium,Desmodieae,DELA_027,Green County,AL,yes,32.538485,-87.809529,8/13/24
DELA-13-1-Rh,D08,Hylodesmum pauciflorum,3/3/25,0,0,Quarter,DELA-13,,rhizosphere,Fabaceae,DELA,Desmodium,Desmodieae,DELA_046,Green County,AL,yes,32.54141,-87.80523,8/14/24
DELA-13-1-Ro,D08,Hylodesmum pauciflorum,3/3/25,6.97,334.56,Half,DELA-13,,root,Fabaceae,DELA,Desmodium,Desmodieae,DELA_046,Green County,AL,yes,32.54141,-87.80523,8/14/24
DELA-13-1-No,D08,Hylodesmum pauciflorum,3/3/25,0,0,Quarter,DELA-13,,nodule,Fabaceae,DELA,Desmodium,Desmodieae,DELA_046,Green County,AL,yes,32.54141,-87.80523,8/14/24
DELA-14-2-Rh,D08,Desmodium perplexum,3/3/25,0,0,Quarter,DELA-14,dry,rhizosphere,Fabaceae,DELA,Desmodium,Desmodieae,DELA_008,Green County,AL,yes,32.53861,-87.81298,8/14/24
DELA-14-2-Ro,D08,Desmodium perplexum,3/3/25,0,0,Quarter,DELA-14,dry,root,Fabaceae,DELA,Desmodium,Desmodieae,DELA_008,Green County,AL,yes,32.53861,-87.81298,8/14/24
DELA-14-2-No,D08,Desmodium perplexum,3/3/25,2.065,99.12,Quarter,DELA-14,dry,nodule,Fabaceae,DELA,Desmodium,Desmodieae,DELA_008,Green County,AL,yes,32.53861,-87.81298,8/14/24
DELA-15-1-Rh,D08,Lespedeza cuneata,3/3/25,0,0,Quarter,DELA-15,dry,rhizosphere,Fabaceae,DELA,Lespedeza,Desmodieae,DELA_008,Green County,AL,no,32.53861,-87.81298,8/14/24
DELA-15-1-Ro,D08,Lespedeza cuneata,3/3/25,0,0,Quarter,DELA-15,dry,root,Fabaceae,DELA,Lespedeza,Desmodieae,DELA_008,Green County,AL,no,32.53861,-87.81298,8/14/24
DELA-15-1-No,D08,Lespedeza cuneata,3/3/25,0,0,Quarter,DELA-15,dry,nodule,Fabaceae,DELA,Lespedeza,Desmodieae,DELA_008,Green County,AL,no,32.53861,-87.81298,8/14/24
DELA-18-2-Rh,D08,Galactia volubilis,3/3/25,0,0,Quarter,DELA-18,dry,rhizosphere,Fabaceae,DELA,Galactia,Diocleae,DELA_008,Green County,AL,yes,32.53861,-87.81298,8/14/24
DELA-18-2-Ro,D08,Galactia volubilis,3/3/25,0.4565,21.912,Quarter,DELA-18,dry,root,Fabaceae,DELA,Galactia,Diocleae,DELA_008,Green County,AL,yes,32.53861,-87.81298,8/14/24
DELA-18-2-No,D08,Galactia volubilis,3/3/25,0.11,5.28,Quarter,DELA-18,dry,nodule,Fabaceae,DELA,Galactia,Diocleae,DELA_008,Green County,AL,yes,32.53861,-87.81298,8/14/24
DELA-20-1-Rh,D08,Galactia volubilis,3/3/25,0,0,Quarter,DELA-20,,rhizosphere,Fabaceae,DELA,Galactia,Diocleae,DELA_008,Green County,AL,yes,32.53861,-87.81298,8/14/24
DELA-20-1-Ro,D08,Galactia volubilis,3/3/25,0,0,Quarter,DELA-20,,root,Fabaceae,DELA,Galactia,Diocleae,DELA_008,Green County,AL,yes,32.53861,-87.81298,8/14/24
DELA-20-1-No,D08,Galactia volubilis,3/3/25,0,0,Quarter,DELA-20,,nodule,Fabaceae,DELA,Galactia,Diocleae,DELA_008,Green County,AL,yes,32.53861,-87.81298,8/14/24
DELA-24-1-Rh,D08,Desmodium perplexum,3/3/25,0,0,Quarter,DELA-24,dry,rhizosphere,Fabaceae,DELA,Desmodium,Desmodieae,DELA_041,Green County,AL,yes,32.53927,-87.80968,8/14/24
DELA-24-1-Ro,D08,Desmodium perplexum,3/3/25,7.405,355.44,Half,DELA-24,dry,root,Fabaceae,DELA,Desmodium,Desmodieae,DELA_041,Green County,AL,yes,32.53927,-87.80968,8/14/24
DELA-24-1-No,D08,Desmodium perplexum,3/3/25,4.095,196.56,Quarter,DELA-24,dry,nodule,Fabaceae,DELA,Desmodium,Desmodieae,DELA_041,Green County,AL,yes,32.53927,-87.80968,8/14/24
DSNY-74-1-Rh,D03,Sesbania herbacea,3/3/25,0,0,Quarter,DSNY-74,dry,rhizosphere,Fabaceae,DSNY,Sesbania,Sesbanieae,DSNY_010,Polk,Florida,yes,28.1204576,-81.4390507,20240904
DSNY-74-1-Ro,D03,Sesbania herbacea,3/3/25,0,0,Quarter,DSNY-74,dry,root,Fabaceae,DSNY,Sesbania,Sesbanieae,DSNY_010,Polk,Florida,yes,28.1204576,-81.4390507,20240904
DSNY-74-1-No,D03,Sesbania herbacea,3/3/25,9.545,458.16,Half,DSNY-74,dry,nodule,Fabaceae,DSNY,Sesbania,Sesbanieae,DSNY_010,Polk,Florida,yes,28.1204576,-81.4390507,20240904
