Sample ID,Domain,Species,Date finalized,Qubit average,Total DNA,NebNext protocol,Isotope reference name,Sample preservation,Type,Family,Site,Genus,Tribe,Plot simple,County,State,native,Lat,Long,Date (field collection)
JERC-25-1-Rh,D03,Desmodium lineatum,2/17/25,0,0,Quarter,JERC-25,dry,rhizosphere,Fabaceae,JERC,Desmodium,Desmodieae,JERC_007,Baker County,Georgia,yes,,,20240603
JERC-25-1-Ro,D03,Desmodium lineatum,2/17/25,0.5825,27.96,Quarter,JERC-25,dry,root,Fabaceae,JERC,Desmodium,Desmodieae,JERC_007,Baker County,Georgia,yes,,,20240603
JERC-25-1-No,D03,Desmodium lineatum,2/17/25,2.72,130.56,Quarter,JERC-25,dry,nodule,Fabaceae,JERC,Desmodium,Desmodieae,JERC_007,Baker County,Georgia,yes,,,20240603
MLBS-1-1-Rh,D07,Elaeagnus umbellata,2/17/25,37.15,1783.2,Half,MLBS-1,dry,rhizosphere,Elaeagnaceae,MLBS,Elaeagnus,actinorhizal,MLBS_030,Giles,VA,no,37.43,-80.508333,5/15/24
MLBS-1-1-Ro,D07,Elaeagnus umbellata,2/17/25,0.9175,44.04,Quarter,MLBS-1,dry,root,Elaeagnaceae,MLBS,Elaeagnus,actinorhizal,MLBS_030,Giles,VA,no,37.43,-80.508333,5/15/24
MLBS-1-1-No,D07,Elaeagnus umbellata,2/17/25,0,0,Quarter,MLBS-1,dry,nodule,Elaeagnaceae,MLBS,Elaeagnus,actinorhizal,MLBS_030,Giles,VA,no,37.43,-80.508333,5/15/24
ORNL-6-1-Rh,D07,Vicia sativa,2/17/25,0.1685,8.088,Quarter,ORNL-6,dry,rhizosphere,Fabaceae,ORNL,Vicia,Fabeae,ORNL_021,Anderson,TN,no,35.955556,-84.221111,5/15/24
ORNL-6-1-Ro,D07,Vicia sativa,2/17/25,13.85,664.8,Half,ORNL-6,dry,root,Fabaceae,ORNL,Vicia,Fabeae,ORNL_021,Anderson,TN,no,35.955556,-84.221111,5/15/24
ORNL-6-1-No,D07,Vicia sativa,2/17/25,11.6,556.8,Half,ORNL-6,dry,nodule,Fabaceae,ORNL,Vicia,Fabeae,ORNL_021,Anderson,TN,no,35.955556,-84.221111,5/15/24
ORNL-5-1-Rh,D07,Elaeagnus umbellata,2/17/25,5.125,246,Quarter,ORNL-5,dry,rhizosphere,Elaeagnaceae,ORNL,Elaeagnus,actinorhizal,ORNL_021,Anderson,TN,no,35.955556,-84.221111,5/15/24
ORNL-5-1-Ro,D07,Elaeagnus umbellata,2/17/25,1.235,59.28,Quarter,ORNL-5,dry,root,Elaeagnaceae,ORNL,Elaeagnus,actinorhizal,ORNL_021,Anderson,TN,no,35.955556,-84.221111,5/15/24
ORNL-5-1-No,D07,Elaeagnus umbellata,2/17/25,17,816,Half,ORNL-5,dry,nodule,Elaeagnaceae,ORNL,Elaeagnus,actinorhizal,ORNL_021,Anderson,TN,no,35.955556,-84.221111,5/15/24
ORNL-4-1-Rh,D07,Trifolium pratense,2/17/25,30.45,1461.6,Half,ORNL-4,dry,rhizosphere,Fabaceae,ORNL,Trifolium,Trifolieae,ORNL_021,Anderson,TN,no,35.955556,-84.221111,5/15/24
ORNL-4-1-Ro,D07,Trifolium pratense,2/17/25,0.7395,35.496,Quarter,ORNL-4,dry,root,Fabaceae,ORNL,Trifolium,Trifolieae,ORNL_021,Anderson,TN,no,35.955556,-84.221111,5/15/24
ORNL-4-1-No,D07,Trifolium pratense,2/17/25,17.6,844.8,Half,ORNL-4,dry,nodule,Fabaceae,ORNL,Trifolium,Trifolieae,ORNL_021,Anderson,TN,no,35.955556,-84.221111,5/15/24
ORNL-3-1-Rh,D07,Elaeagnus umbellata,2/17/25,13.2,633.6,Half,ORNL-3,dry,rhizosphere,Elaeagnaceae,ORNL,Elaeagnus,actinorhizal,ORNL_029,Anderson,TN,no,35.96,-84.26,5/15/24
ORNL-3-1-Ro,D07,Elaeagnus umbellata,2/17/25,0.483,23.184,Quarter,ORNL-3,dry,root,Elaeagnaceae,ORNL,Elaeagnus,actinorhizal,ORNL_029,Anderson,TN,no,35.96,-84.26,5/15/24
ORNL-3-1-No,D07,Elaeagnus umbellata,2/17/25,10.9,523.2,Half,ORNL-3,dry,nodule,Elaeagnaceae,ORNL,Elaeagnus,actinorhizal,ORNL_029,Anderson,TN,no,35.96,-84.26,5/15/24
ORNL-2-1-Rh,D07,Elaeagnus umbellata,2/17/25,38.2,1833.6,Half,ORNL-2,dry,rhizosphere,Elaeagnaceae,ORNL,Elaeagnus,actinorhizal,ORNL_003,Anderson,TN,no,35.966389,-84.231111,5/15/24
ORNL-2-1-Ro,D07,Elaeagnus umbellata,2/17/25,5.405,259.44,Half,ORNL-2,dry,root,Elaeagnaceae,ORNL,Elaeagnus,actinorhizal,ORNL_003,Anderson,TN,no,35.966389,-84.231111,5/15/24
ORNL-2-1-No,D07,Elaeagnus umbellata,2/17/25,4.85,232.8,Quarter,ORNL-2,dry,nodule,Elaeagnaceae,ORNL,Elaeagnus,actinorhizal,ORNL_003,Anderson,TN,no,35.966389,-84.231111,5/15/24
ORNL-1-1-Rh,D07,Elaeagnus umbellata,2/17/25,7.885,378.48,Half,ORNL-1,dry,rhizosphere,Elaeagnaceae,ORNL,Elaeagnus,actinorhizal,ORNL_009,Anderson,TN,no,35.974444,-84.228056,5/15/24
ORNL-1-1-Ro,D07,Elaeagnus umbellata,2/17/25,0.458,21.984,Quarter,ORNL-1,dry,root,Elaeagnaceae,ORNL,Elaeagnus,actinorhizal,ORNL_009,Anderson,TN,no,35.974444,-84.228056,5/15/24
ORNL-1-1-No,D07,Elaeagnus umbellata,2/17/25,10.85,520.8,Half,ORNL-1,dry,nodule,Elaeagnaceae,ORNL,Elaeagnus,actinorhizal,ORNL_009,Anderson,TN,no,35.974444,-84.228056,5/15/24
JERC-138-Rh,D03,Crotalaria purshii,2/17/25,0,0,Quarter,JERC-138,dry,rhizosphere,Fabaceae,JERC,Crotalaria,Crotalarieae,JERC_031,Baker County,Georgia,yes,,,20240821
JERC-138-Ro,D03,Crotalaria purshii,2/17/25,0,0,Quarter,JERC-138,dry,root,Fabaceae,JERC,Crotalaria,Crotalarieae,JERC_031,Baker County,Georgia,yes,,,20240821
JERC-144-Rh,D03,Desmodium tenifolium,2/17/25,0.2895,13.896,Quarter,JERC-144,dry,rhizosphere,Fabaceae,JERC,Desmodium,Desmodieae,JERC_010,Baker County,Georgia,yes,,,20240821
JERC-144-Ro,D03,Desmodium tenifolium,2/17/25,2.36,113.28,Quarter,JERC-144,dry,root,Fabaceae,JERC,Desmodium,Desmodieae,JERC_010,Baker County,Georgia,yes,,,20240821
JERC-144-No,D03,Desmodium tenifolium,2/17/25,0,0,Quarter,JERC-144,dry,nodule,Fabaceae,JERC,Desmodium,Desmodieae,JERC_010,Baker County,Georgia,yes,,,20240821
JERC-145-1-Rh,D03,Desmodium cileari,2/17/25,0,0,Quarter,JERC-145,dry,rhizosphere,Fabaceae,JERC,Desmodium,Desmodieae,JERC_010,Baker County,Georgia,yes,,,20240821
JERC-145-1-Ro,D03,Desmodium cileari,2/17/25,0.079,3.792,Quarter,JERC-145,dry,root,Fabaceae,JERC,Desmodium,Desmodieae,JERC_010,Baker County,Georgia,yes,,,20240821
JERC-145-1-No,D03,Desmodium cileari,2/17/25,0,0,Quarter,JERC-145,dry,nodule,Fabaceae,JERC,Desmodium,Desmodieae,JERC_010,Baker County,Georgia,yes,,,20240821
JERC-146-Rh,D03,Dalea carnea alba,2/17/25,0,0,Quarter,JERC-146,dry,rhizosphere,Fabaceae,JERC,Dalea,Amorpheae,JERC_010,Baker County,Georgia,yes,,,20240821
JERC-146-Ro,D03,Dalea carnea alba,2/17/25,0.1,4.8,Quarter,JERC-146,dry,root,Fabaceae,JERC,Dalea,Amorpheae,JERC_010,Baker County,Georgia,yes,,,20240821
UKFS-6-3-Rh,D06,Hylodesmum glutinosum,2/17/25,0,0,Quarter,UKFS-6,dry,rhizosphere,Fabaceae,UKFS,Desmodium,Desmodieae,UKFS_002,Douglas,KS,yes,39.04622,-95.2087,7/3/24
UKFS-6-3-Ro,D06,Hylodesmum glutinosum,2/17/25,0,0,Quarter,UKFS-6,dry,root,Fabaceae,UKFS,Desmodium,Desmodieae,UKFS_002,Douglas,KS,yes,39.04622,-95.2087,7/3/24
CLBJ-39-1-Rh,D11,Chamaecrista fasciculata,2/19/25,0,0,Quarter,CLBJ-39,ethanol,rhizosphere,Fabaceae,CLBJ,Chamaecrista,Cassieae,CLBJ_034,Wise,TX,yes,33.23681,-97.34107,9/2/24
CLBJ-39-1-No,D11,Chamaecrista fasciculata,2/19/25,2.23,107.04,Quarter,CLBJ-39,ethanol,nodule,Fabaceae,CLBJ,Chamaecrista,Cassieae,CLBJ_034,Wise,TX,yes,33.23681,-97.34107,9/2/24
CLBJ-43-2-Rh,D11,Indigofera miniata,2/19/25,0.13,6.24,Quarter,CLBJ-43,dry,rhizosphere,Fabaceae,CLBJ,Indigofera,Indigofereae,CLBJ_019_T,Wise,TX,yes,33.23721,-97.34166,9/4/24
CLBJ-43-2-Ro,D11,Indigofera miniata,2/19/25,0.152,7.296,Quarter,CLBJ-43,dry,root,Fabaceae,CLBJ,Indigofera,Indigofereae,CLBJ_019_T,Wise,TX,yes,33.23721,-97.34166,9/4/24
CLBJ-43-2-No,D11,Indigofera miniata,2/19/25,1.55,74.4,Quarter,CLBJ-43,dry,nodule,Fabaceae,CLBJ,Indigofera,Indigofereae,CLBJ_019_T,Wise,TX,yes,33.23721,-97.34166,9/4/24
CLBJ-45-2-Rh,D11,Lespedeza virginica,2/19/25,0,0,Quarter,CLBJ-45,dry,rhizosphere,Fabaceae,CLBJ,Lespedeza,Desmodieae,CLBJ_034,Wise,TX,yes,33.23658,-97.34089,9/4/24
CLBJ-45-2-Ro,D11,Lespedeza virginica,2/19/25,1.89,90.72,Quarter,CLBJ-45,dry,root,Fabaceae,CLBJ,Lespedeza,Desmodieae,CLBJ_034,Wise,TX,yes,33.23658,-97.34089,9/4/24
CLBJ-48-1-Rh,D11,Indigofera miniata,2/19/25,0.064,3.072,Quarter,CLBJ-48,dry,rhizosphere,Fabaceae,CLBJ,Indigofera,Indigofereae,CLBJ_034,Wise,TX,yes,33.23641,-97.3407,9/4/24
CLBJ-48-1-Ro,D11,Indigofera miniata,2/19/25,1.115,53.52,Quarter,CLBJ-48,dry,root,Fabaceae,CLBJ,Indigofera,Indigofereae,CLBJ_034,Wise,TX,yes,33.23641,-97.3407,9/4/24
CLBJ-48-1-No,D11,Indigofera miniata,2/19/25,0.057,2.736,Quarter,CLBJ-48,dry,nodule,Fabaceae,CLBJ,Indigofera,Indigofereae,CLBJ_034,Wise,TX,yes,33.23641,-97.3407,9/4/24
CLBJ-49-1-Rh,D11,Senna roemeriana,2/19/25,0,0,Quarter,CLBJ-49,ethanol,rhizosphere,Fabaceae,CLBJ,Senna,Cassieae,CLBJ_034_R,Wise,TX,yes,33.19277,-97.34642,9/5/24
CLBJ-49-1-Ro,D11,Senna roemeriana,2/19/25,2.73,131.04,Quarter,CLBJ-49,ethanol,root,Fabaceae,CLBJ,Senna,Cassieae,CLBJ_034_R,Wise,TX,yes,33.19277,-97.34642,9/5/24
CLBJ-50-3-Rh,D11,Dalea multiflora,2/19/25,0,0,Quarter,CLBJ-50,ethanol,rhizosphere,Fabaceae,CLBJ,Dalea,Amorpheae,CLBJ_034_R,Wise,TX,yes,33.19259,-97.34659,9/5/24
CLBJ-50-3-Ro,D11,Dalea multiflora,2/19/25,0.843,40.464,Quarter,CLBJ-50,ethanol,root,Fabaceae,CLBJ,Dalea,Amorpheae,CLBJ_034_R,Wise,TX,yes,33.19259,-97.34659,9/5/24
CLBJ-50-3-No,D11,Dalea multiflora,2/19/25,0.0655,3.144,Quarter,CLBJ-50,ethanol,nodule,Fabaceae,CLBJ,Dalea,Amorpheae,CLBJ_034_R,Wise,TX,yes,33.19259,-97.34659,9/5/24
DEJU-35-Rh,D19,Alnus viridis,2/19/25,0.0825,3.96,Quarter,DEJU-35,ethanol,rhizosphere,Betulaceae,DEJU,Alnus,actinorhizal,DEJU_015,,Alaska,yes,,,
DEJU-35-Ro,D19,Alnus viridis,2/19/25,5.345,256.56,Half,DEJU-35,ethanol,root,Betulaceae,DEJU,Alnus,actinorhizal,DEJU_015,,Alaska,yes,,,
DEJU-35-No,D19,Alnus viridis,2/19/25,5.04,241.92,Quarter,DEJU-35,ethanol,nodule,Betulaceae,DEJU,Alnus,actinorhizal,DEJU_015,,Alaska,yes,,,
DEJU-38-Rh,D19,Lupinus arcticus,2/19/25,0,0,Quarter,DEJU-38,ethanol,rhizosphere,Fabaceae,DEJU,Lupinus,Genisteae,DEJU_015,,Alaska,yes,,,
DEJU-38-Ro,D19,Lupinus arcticus,2/19/25,3.77,180.96,Quarter,DEJU-38,ethanol,root,Fabaceae,DEJU,Lupinus,Genisteae,DEJU_015,,Alaska,yes,,,
DEJU-38-No,D19,Lupinus arcticus,2/19/25,5.37,257.76,Half,DEJU-38,ethanol,nodule,Fabaceae,DEJU,Lupinus,Genisteae,DEJU_015,,Alaska,yes,,,
DELA-8-2-Rh,D08,Hylodesmum pauciflorum,2/19/25,0,0,Quarter,DELA-8,dry,rhizosphere,Fabaceae,DELA,Desmodium,Desmodieae,DELA_016,Green County,AL,yes,32.535793,-87.808361,8/13/24
DELA-8-2-Ro,D08,Hylodesmum pauciflorum,2/19/25,1.32,63.36,Quarter,DELA-8,dry,root,Fabaceae,DELA,Desmodium,Desmodieae,DELA_016,Green County,AL,yes,32.535793,-87.808361,8/13/24
DELA-8-2-No,D08,Hylodesmum pauciflorum,2/19/25,0.157,7.536,Quarter,DELA-8,dry,nodule,Fabaceae,DELA,Desmodium,Desmodieae,DELA_016,Green County,AL,yes,32.535793,-87.808361,8/13/24
GUAN-1-Rh,D04,Pictetia aculeata,2/19/25,0.6585,31.608,Quarter,GUAN-1,dry,rhizosphere,Fabaceae,GUAN,Pictetia,Dalbergieae,GUAN_002,Guayanilla,P.R,yes,17.970761,-66.824856,10/8/24
GUAN-1-Ro,D04,Pictetia aculeata,2/19/25,0.627,30.096,Quarter,GUAN-1,dry,root,Fabaceae,GUAN,Pictetia,Dalbergieae,GUAN_002,Guayanilla,P.R,yes,17.970761,-66.824856,10/8/24
GUAN-1-No,D04,Pictetia aculeata,2/19/25,2.515,120.72,Quarter,GUAN-1,dry,nodule,Fabaceae,GUAN,Pictetia,Dalbergieae,GUAN_002,Guayanilla,P.R,yes,17.970761,-66.824856,10/8/24
GUAN-2-Rh,D04,Leucaena leucocephala,2/19/25,0,0,Quarter,GUAN-2,dry,rhizosphere,Fabaceae,GUAN,Leucaena,Mimosoideae,GUAN_004,Yauco,P.R,no,17.964444,-66.8513611,10/10/24
GUAN-2-Ro,D04,Leucaena leucocephala,2/19/25,5.275,253.2,Half,GUAN-2,dry,root,Fabaceae,GUAN,Leucaena,Mimosoideae,GUAN_004,Yauco,P.R,no,17.964444,-66.8513611,10/10/24
GUAN-2-No,D04,Leucaena leucocephala,2/19/25,0,0,Quarter,GUAN-2,dry,nodule,Fabaceae,GUAN,Leucaena,Mimosoideae,GUAN_004,Yauco,P.R,no,17.964444,-66.8513611,10/10/24
GUAN-3-Rh,D04,Pictetia aculeata,2/19/25,0,0,Quarter,GUAN-3,dry,rhizosphere,Fabaceae,GUAN,Pictetia,Dalbergieae,GUAN_004,Yauco,P.R,yes,17.969445,-66.851404,10/10/24
GUAN-3-Ro,D04,Pictetia aculeata,2/19/25,0,0,Quarter,GUAN-3,dry,root,Fabaceae,GUAN,Pictetia,Dalbergieae,GUAN_004,Yauco,P.R,yes,17.969445,-66.851404,10/10/24
GUAN-3-No,D04,Pictetia aculeata,2/19/25,0,0,Quarter,GUAN-3,dry,nodule,Fabaceae,GUAN,Pictetia,Dalbergieae,GUAN_004,Yauco,P.R,yes,17.969445,-66.851404,10/10/24
GUAN-4-Rh,D04,Centrosema virginiana,2/19/25,0,0,Quarter,GUAN-4,dry,rhizosphere,Fabaceae,GUAN,Centrosema,Phaseoleae,GUAN_004,Yauco,P.R,yes,17.970412,-66.852691,10/10/24
GUAN-4-Ro,D04,Centrosema virginiana,2/19/25,1.49,71.52,Quarter,GUAN-4,dry,root,Fabaceae,GUAN,Centrosema,Phaseoleae,GUAN_004,Yauco,P.R,yes,17.970412,-66.852691,10/10/24
GUAN-4-No,D04,Centrosema virginiana,2/19/25,0.99,47.52,Quarter,GUAN-4,dry,nodule,Fabaceae,GUAN,Centrosema,Phaseoleae,GUAN_004,Yauco,P.R,yes,17.970412,-66.852691,10/10/24
GUAN-5-Rh,D04,Coursetia caribaea,2/19/25,0,0,Quarter,GUAN-5,dry,rhizosphere,Fabaceae,GUAN,Coursetia,Robinieae,GUAN_006,Guanica,P.R,yes,17.9641111,-66.8757016,10/14/24
GUAN-5-Ro,D04,Coursetia caribaea,2/19/25,0.0565,2.712,Quarter,GUAN-5,dry,root,Fabaceae,GUAN,Coursetia,Robinieae,GUAN_006,Guanica,P.R,yes,17.9641111,-66.8757016,10/14/24
GUAN-5-No,D04,Coursetia caribaea,2/19/25,0,0,Quarter,GUAN-5,dry,nodule,Fabaceae,GUAN,Coursetia,Robinieae,GUAN_006,Guanica,P.R,yes,17.9641111,-66.8757016,10/14/24
GUAN-8-Rh,D04,Centrosema virginiana,2/19/25,0.396,19.008,Quarter,GUAN-8,dry,rhizosphere,Fabaceae,GUAN,Centrosema,Phaseoleae,GUAN_049,Guanica,P.R,yes,17.968,-66.864449,10/31/24
GUAN-8-Ro,D04,Centrosema virginiana,2/19/25,0.1855,8.904,Quarter,GUAN-8,dry,root,Fabaceae,GUAN,Centrosema,Phaseoleae,GUAN_049,Guanica,P.R,yes,17.968,-66.864449,10/31/24
GUAN-8-No,D04,Centrosema virginiana,2/19/25,1.15,55.2,Quarter,GUAN-8,dry,nodule,Fabaceae,GUAN,Centrosema,Phaseoleae,GUAN_049,Guanica,P.R,yes,17.968,-66.864449,10/31/24
GUAN-10-Rh,D04,Desmodium tortuosum,2/19/25,0.64,30.72,Quarter,GUAN-10,dry,rhizosphere,Fabaceae,GUAN,Desmodium,Desmodieae,GUAN_049,Guanica,P.R,yes,17.968,-66.864449,10/31/24
GUAN-10-Ro,D04,Desmodium tortuosum,2/19/25,0.0975,4.68,Quarter,GUAN-10,dry,root,Fabaceae,GUAN,Desmodium,Desmodieae,GUAN_049,Guanica,P.R,yes,17.968,-66.864449,10/31/24
GUAN-10-No,D04,Desmodium tortuosum,2/19/25,1.49,71.52,Quarter,GUAN-10,dry,nodule,Fabaceae,GUAN,Desmodium,Desmodieae,GUAN_049,Guanica,P.R,yes,17.968,-66.864449,10/31/24
DSNY-89-Rh,D03,Indigofera hirsuta,2/19/25,0,0,Quarter,DSNY-89,dry,rhizosphere,Fabaceae,DSNY,Indigofera,Indigofereae,DSNY_001,Polk,Florida,no,28.1019698,-81.4240004,20240904
DSNY-89-Ro,D03,Indigofera hirsuta,2/19/25,0.0865,4.152,Quarter,DSNY-89,dry,root,Fabaceae,DSNY,Indigofera,Indigofereae,DSNY_001,Polk,Florida,no,28.1019698,-81.4240004,20240904
DSNY-89-No,D03,Indigofera hirsuta,2/19/25,0.322,15.456,Quarter,DSNY-89,dry,nodule,Fabaceae,DSNY,Indigofera,Indigofereae,DSNY_001,Polk,Florida,no,28.1019698,-81.4240004,20240904
DSNY-90-Rh,D03,Sesbania herbacea,2/19/25,0,0,Quarter,DSNY-90,dry,rhizosphere,Fabaceae,DSNY,Sesbania,Sesbanieae,DSNY_001,Polk,Florida,yes,28.1019698,-81.4240004,20240904
DSNY-90-Ro,D03,Sesbania herbacea,2/19/25,0.211,10.128,Quarter,DSNY-90,dry,root,Fabaceae,DSNY,Sesbania,Sesbanieae,DSNY_001,Polk,Florida,yes,28.1019698,-81.4240004,20240904
DSNY-90-No,D03,Sesbania herbacea,2/19/25,9.645,462.96,Half,DSNY-90,dry,nodule,Fabaceae,DSNY,Sesbania,Sesbanieae,DSNY_001,Polk,Florida,yes,28.1019698,-81.4240004,20240904
DSNY-95-Rh,D03,Galactia elliottii,2/19/25,0,0,Quarter,DSNY-95,dry,rhizosphere,Fabaceae,DSNY,Galactia,Diocleae,DSNY_010,Osceola,Florida,yes,,,20241023
DSNY-95-Ro,D03,Galactia elliottii,2/19/25,0,0,Quarter,DSNY-95,dry,root,Fabaceae,DSNY,Galactia,Diocleae,DSNY_010,Osceola,Florida,yes,,,20241023
DSNY-95-No,D03,Galactia elliottii,2/19/25,0.1165,5.592,Quarter,DSNY-95,dry,nodule,Fabaceae,DSNY,Galactia,Diocleae,DSNY_010,Osceola,Florida,yes,,,20241023
DSNY-99-Rh,D03,Indigofera hirsuta,2/19/25,0,0,Quarter,DSNY-99,dry,rhizosphere,Fabaceae,DSNY,Indigofera,Indigofereae,DSNY_044,Osceola,FLorida,no,28.23888889,-81.43333333,20241024
DSNY-99-Ro,D03,Indigofera hirsuta,2/19/25,0,0,Quarter,DSNY-99,dry,root,Fabaceae,DSNY,Indigofera,Indigofereae,DSNY_044,Osceola,FLorida,no,28.23888889,-81.43333333,20241024
DSNY-99-No,D03,Indigofera hirsuta,2/19/25,0,0,Quarter,DSNY-99,dry,nodule,Fabaceae,DSNY,Indigofera,Indigofereae,DSNY_044,Osceola,FLorida,no,28.23888889,-81.43333333,20241024
ORNL-15-Rh,D07,Hylodesmum nudiflorum,2/19/25,0.0795,3.816,Quarter,ORNL-15,dry,rhizosphere,Fabaceae,ORNL,Desmodium,Desmodieae,ORNL_003,Anderson,TN,yes,35.965556,-84.230833,7/11/24
ORNL-15-Ro,D07,Hylodesmum nudiflorum,2/19/25,0.0635,3.048,Quarter,ORNL-15,dry,root,Fabaceae,ORNL,Desmodium,Desmodieae,ORNL_003,Anderson,TN,yes,35.965556,-84.230833,7/11/24
ORNL-15-No,D07,Hylodesmum nudiflorum,2/19/25,0.05,2.4,Quarter,ORNL-15,dry,nodule,Fabaceae,ORNL,Desmodium,Desmodieae,ORNL_003,Anderson,TN,yes,35.965556,-84.230833,7/11/24
ORNL-16-Rh,D07,Amphicarpaea bracteata,2/19/25,0.22,10.56,Quarter,ORNL-16,dry,rhizosphere,Fabaceae,ORNL,Amphicarpaea,Phaseoleae,ORNL_032,Anderson,TN,yes,35.944444,-84.325833,7/11/24
ORNL-16-Ro,D07,Amphicarpaea bracteata,2/19/25,0,0,Quarter,ORNL-16,dry,root,Fabaceae,ORNL,Amphicarpaea,Phaseoleae,ORNL_032,Anderson,TN,yes,35.944444,-84.325833,7/11/24
ORNL-16-No,D07,Amphicarpaea bracteata,2/19/25,0,0,Quarter,ORNL-16,dry,nodule,Fabaceae,ORNL,Amphicarpaea,Phaseoleae,ORNL_032,Anderson,TN,yes,35.944444,-84.325833,7/11/24
ORNL-19-Rh,D07,Hylodesmum nudiflorum,2/19/25,3.075,147.6,Quarter,ORNL-19,dry,rhizosphere,Fabaceae,ORNL,Desmodium,Desmodieae,ORNL_010,Anderson,TN,yes,35.952778,-84.331667,7/11/24
ORNL-19-Ro,D07,Hylodesmum nudiflorum,2/19/25,0,0,Quarter,ORNL-19,dry,root,Fabaceae,ORNL,Desmodium,Desmodieae,ORNL_010,Anderson,TN,yes,35.952778,-84.331667,7/11/24
ORNL-19-No,D07,Hylodesmum nudiflorum,2/19/25,0,0,Quarter,ORNL-19,dry,nodule,Fabaceae,ORNL,Desmodium,Desmodieae,ORNL_010,Anderson,TN,yes,35.952778,-84.331667,7/11/24
ORNL-21-Rh,D07,Clitoria mariana,2/19/25,0.3425,16.44,Quarter,ORNL-21,dry,rhizosphere,Fabaceae,ORNL,Clitoria,Phaseoleae,ORNL_010,Anderson,TN,yes,35.953333,-84.331944,7/11/24
ORNL-21-Ro,D07,Clitoria mariana,2/19/25,0,0,Quarter,ORNL-21,dry,root,Fabaceae,ORNL,Clitoria,Phaseoleae,ORNL_010,Anderson,TN,yes,35.953333,-84.331944,7/11/24
ORNL-21-No,D07,Clitoria mariana,2/19/25,0,0,Quarter,ORNL-21,dry,nodule,Fabaceae,ORNL,Clitoria,Phaseoleae,ORNL_010,Anderson,TN,yes,35.953333,-84.331944,7/11/24
ORNL-24-Rh,D07,Hylodesmum nudiflorum,2/19/25,2.825,135.6,Quarter,ORNL-24,dry,rhizosphere,Fabaceae,ORNL,Desmodium,Desmodieae,ORNL_008,Anderson,TN,yes,35.933056,-84.332222,8/20/24
ORNL-24-Ro,D07,Hylodesmum nudiflorum,2/19/25,0,0,Quarter,ORNL-24,dry,root,Fabaceae,ORNL,Desmodium,Desmodieae,ORNL_008,Anderson,TN,yes,35.933056,-84.332222,8/20/24
ORNL-24-No,D07,Hylodesmum nudiflorum,2/19/25,0,0,Quarter,ORNL-24,dry,nodule,Fabaceae,ORNL,Desmodium,Desmodieae,ORNL_008,Anderson,TN,yes,35.933056,-84.332222,8/20/24
DEJU-30-Rh,D19,Alnus viridis,2/20/25,0.8285,39.768,Quarter,DEJU-30,ethanol,rhizosphere,Betulaceae,DEJU,Alnus,actinorhizal,DEJU_015,,Alaska,yes,,,
DEJU-30-Ro,D19,Alnus viridis,2/20/25,1.37,65.76,Quarter,DEJU-30,ethanol,root,Betulaceae,DEJU,Alnus,actinorhizal,DEJU_015,,Alaska,yes,,,
DEJU-30-No,D19,Alnus viridis,2/20/25,15.3,734.4,Half,DEJU-30,ethanol,nodule,Betulaceae,DEJU,Alnus,actinorhizal,DEJU_015,,Alaska,yes,,,
DEJU-31-Rh,D19,Alnus viridis,2/20/25,1.68,80.64,Quarter,DEJU-31,ethanol,rhizosphere,Betulaceae,DEJU,Alnus,actinorhizal,DEJU_015,,Alaska,yes,,,
DEJU-31-Ro,D19,Alnus viridis,2/20/25,0.396,19.008,Quarter,DEJU-31,ethanol,root,Betulaceae,DEJU,Alnus,actinorhizal,DEJU_015,,Alaska,yes,,,
DEJU-31-No,D19,Alnus viridis,2/20/25,31.35,1504.8,Half,DEJU-31,ethanol,nodule,Betulaceae,DEJU,Alnus,actinorhizal,DEJU_015,,Alaska,yes,,,
DEJU-32-Rh,D19,Alnus viridis,2/20/25,0.709,34.032,Quarter,DEJU-32,ethanol,rhizosphere,Betulaceae,DEJU,Alnus,actinorhizal,DEJU_015,,Alaska,yes,,,
DEJU-32-Ro,D19,Alnus viridis,2/20/25,0.055,2.64,Quarter,DEJU-32,ethanol,root,Betulaceae,DEJU,Alnus,actinorhizal,DEJU_015,,Alaska,yes,,,
DEJU-32-No,D19,Alnus viridis,2/20/25,2.295,110.16,Quarter,DEJU-32,ethanol,nodule,Betulaceae,DEJU,Alnus,actinorhizal,DEJU_015,,Alaska,yes,,,
DEJU-33-Rh,D19,Alnus viridis,2/20/25,27.55,1322.4,Half,DEJU-33,ethanol,rhizosphere,Betulaceae,DEJU,Alnus,actinorhizal,DEJU_015,,Alaska,yes,,,
DEJU-33-Ro,D19,Alnus viridis,2/20/25,0.4335,20.808,Quarter,DEJU-33,ethanol,root,Betulaceae,DEJU,Alnus,actinorhizal,DEJU_015,,Alaska,yes,,,
DEJU-33-No,D19,Alnus viridis,2/20/25,12.2,585.6,Half,DEJU-33,ethanol,nodule,Betulaceae,DEJU,Alnus,actinorhizal,DEJU_015,,Alaska,yes,,,
DEJU-34-Rh,D19,Alnus viridis,2/20/25,1.45,69.6,Quarter,DEJU-34,ethanol,rhizosphere,Betulaceae,DEJU,Alnus,actinorhizal,DEJU_015,,Alaska,yes,,,
DEJU-34-Ro,D19,Alnus viridis,2/20/25,0.649,31.152,Quarter,DEJU-34,ethanol,root,Betulaceae,DEJU,Alnus,actinorhizal,DEJU_015,,Alaska,yes,,,
