sample	target	length	covered_bases	percent_covered_from_pileup	mean_depth_from_pileup	median_depth_from_pileup	N_count	N_percent	mixed_positions	max_minor_allele_fraction	min_base_qual	min_map_qual	minor_count_threshold	minor_fraction_threshold	mixed_site_depth_threshold	mixed_positions_threshold	status
WOOD-3-2-Ro	noeB.fa	1674	1566	93.5484	34.7832	2	108	6.4516	0	0.1250	20	10	5	0.2000	20	10	pass_single_dominant
WOOD-4-1-No	noeB.fa	1674	1437	85.8423	13.1051	3	237	14.1577	0	0.3333	20	10	5	0.2000	20	10	pass_single_dominant
WOOD-5-1-No	noeB.fa	1674	1662	99.2832	10.0717	11	12	0.7168	0	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
WOOD-5-1-Rh	noeB.fa	1674	1597	95.4002	7.6249	8	77	4.5998	0	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
WOOD-5-1-Ro	noeB.fa	1674	1662	99.2832	16.9080	16	12	0.7168	3	0.4118	20	10	5	0.2000	20	10	pass_single_dominant
WOOD-3-2-No	noeB.fa	1674	1663	99.3429	6854.3297	7305	11	0.6571	0	0.1898	20	10	5	0.2000	20	10	pass_single_dominant
WOOD-6-1-Rh	noeB.fa	1674	1562	93.3094	28.4367	6	112	6.6906	0	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
WOOD-6-1-Ro	noeB.fa	1674	1662	99.2832	442.8757	425	12	0.7168	16	0.4719	20	10	5	0.2000	20	10	pass_mixed_possible_multitemplate
WOOD-6-1-No	noeB.fa	1674	1663	99.3429	6947.7306	7373	11	0.6571	26	0.4631	20	10	5	0.2000	20	10	pass_mixed_possible_multitemplate
WOOD-7-1-Rh	noeB.fa	1674	1662	99.2832	16.1422	15	12	0.7168	4	0.4667	20	10	5	0.2000	20	10	pass_single_dominant
WOOD-7-1-Ro	noeB.fa	1674	1662	99.2832	18.1553	20	12	0.7168	13	0.5000	20	10	5	0.2000	20	10	pass_mixed_possible_multitemplate
WOOD-8-No	noeB.fa	1674	1662	99.2832	952.2784	743	12	0.7168	0	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
WOOD-8-Rh	noeB.fa	1674	1662	99.2832	129.2551	5	12	0.7168	0	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
WOOD-8-Ro	noeB.fa	1674	1662	99.2832	21.2461	16	12	0.7168	6	0.4737	20	10	5	0.2000	20	10	pass_single_dominant
WOOD-9-Rh	noeB.fa	1674	1662	99.2832	29.6858	7	12	0.7168	0	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
WOOD-7-1-No	noeB.fa	1674	1663	99.3429	6944.5323	7300	11	0.6571	0	0.0056	20	10	5	0.2000	20	10	pass_single_dominant
