gene	tree_set	tree_set_label	label_type	group	n_tips	mean_within_tree_distance	median_within_tree_distance	min_within_tree_distance	max_within_tree_distance	mean_between_group_distance	within_between_ratio
nifD	strict	Strict single-dominant	site	SCBI	9	0.38622531219444445	0.37076695555	0.0798278973	0.6509356140000001	0.3192974623660439	1.20960971419082
nifD	strict	Strict single-dominant	state	Arizona	23	0.05009856983083004	0.0356235181	3.5436999999999996e-6	0.15325930880000002	0.22890305716090975	0.21886369912313025
nifD	strict	Strict single-dominant	state	ND	30	0.1275681176737931	0.0359341702	8.7827e-6	0.43139345770000004	0.26537564428685534	0.48070770781021466
nifD	strict	Strict single-dominant	state	OK	53	0.16752330371756166	0.19176672790000002	5.3721e-6	0.4399951619000001	0.23871952064046045	0.701757875803845
nifD	strict	Strict single-dominant	state	Florida	21	0.18190351764190477	0.1802386002	0.0092390581	0.41512661250000005	0.23669445763774574	0.7685161683012579
nifD	strict	Strict single-dominant	state	KS	11	0.19430125744363635	0.23850298750000004	0.0030881969000000004	0.36709789559999995	0.2306925900871864	0.8422518355279788
nifD	strict	Strict single-dominant	state	CO	10	0.20410400744666668	0.2711612772	4.2068e-6	0.3996858934	0.2614557759088166	0.7806444770141491
nifD	strict	Strict single-dominant	state	Georgia	62	0.21069969298106822	0.2212407143	0.0018640177000000002	0.5239094695000001	0.241855627216693	0.871179618212024
nifD	strict	Strict single-dominant	state	FL	25	0.21432724818333335	0.21040443595	0.0214281405	0.5449160529	0.24060480502709589	0.8907854028900076
nifD	strict	Strict single-dominant	state	AL	24	0.24702366466014494	0.26398301885	0.007419713499999999	0.4257522098	0.25505106778449077	0.9685262908558818
nifD	strict	Strict single-dominant	state	Alaska	36	0.2516754112534921	0.27795111045	7.637393e-4	0.4421534839	0.2560483718968127	0.9829213495445193
nifD	strict	Strict single-dominant	state	TX	18	0.26340062875751635	0.28116791950000003	0.0031453441	0.5639516352	0.2606654796670034	1.0104929471060269
nifD	strict	Strict single-dominant	state	TN	5	0.33177959222	0.36693437779999993	0.0727386146	0.5153815345000001	0.2841876605938192	1.167466566024492
nifD	strict	Strict single-dominant	state	VA	9	0.38622531219444445	0.37076695555	0.0798278973	0.6509356140000001	0.3192974623660439	1.20960971419082
nifH	strict	Strict single-dominant	closest_blast_genus	Neorhizobium	17	0.18043446847352942	0.18672998320000003	2.1828e-6	0.4358333622000001	0.24896748189284582	0.7247310656866722
nifH	strict	Strict single-dominant	closest_blast_genus	Bradyrhizobium	43	0.18049289076057587	0.19652298879999996	0.007213252599999999	0.34825065260000004	0.24509912154241487	0.7364077424053159
nifH	strict	Strict single-dominant	closest_blast_genus	Ensifer	5	0.18200478334	0.24479909275	0.0050319323	0.2613305735	0.24874686265544504	0.7316867493203575
nifH	strict	Strict single-dominant	closest_blast_genus	Mesorhizobium	187	0.18924528780686564	0.17799968439999997	2.1828e-6	0.455124777	0.23894130489195992	0.7920157960652098
nifH	strict	Strict single-dominant	closest_blast_genus	Microvirga	54	0.20684274648392736	0.19839284699999996	0.0036862109	0.5135362085	0.22792327918059727	0.9075104009890691
nifH	strict	Strict single-dominant	closest_blast_genus	Sinorhizobium	42	0.22172520797049938	0.2598138519	0.0024459602	0.5180077663999998	0.28215671495436867	0.7858228998957459
nifH	strict	Strict single-dominant	closest_blast_genus	Burkholderia	5	0.28071639302	0.28987895275000003	0.027488992900000002	0.42496821809999996	0.27238351837219893	1.0305924334100665
nifH	strict	Strict single-dominant	closest_blast_genus	Rhizobium	34	0.3097155375493761	0.3171367295	0.0012193947	0.5271810512999998	0.2806888198148642	1.1034124471137012
nifH	strict	Strict single-dominant	site	NOGP	8	0.0296875728	0.025777414499999998	0.006215893399999999	0.0706493852	0.28387043896424796	0.10458141717158156
nifH	strict	Strict single-dominant	site	SRER	26	0.04018498633107692	0.0375660343	5.148100000000001e-6	0.091174278	0.19482503034764553	0.20626192773778032
nifH	strict	Strict single-dominant	site	CPER	6	0.08817348378666667	0.03518530680000001	0.003683124	0.2224302121	0.26851821546754145	0.3283705860816176
nifH	strict	Strict single-dominant	site	TOOL	28	0.11370698740767196	0.15012239714999995	2.1828e-6	0.3245689343	0.21122323322706918	0.5383261380410491
nifH	strict	Strict single-dominant	site	RMNP	5	0.11587013755999999	0.12412865289999998	2.1828e-6	0.22030732440000003	0.1935093975027225	0.5987829999748193
nifH	strict	Strict single-dominant	site	OAES	50	0.14710937215044897	0.1693422008	2.1828e-6	0.3111104898999999	0.22678421498019602	0.6486755357435054
nifH	strict	Strict single-dominant	site	DEJU	13	0.15806149093333333	0.13676374274999997	0.021980670700000003	0.3834146747	0.256358649722501	0.6165639080422259
nifH	strict	Strict single-dominant	site	GUAN	7	0.17240060255238096	0.19178446810000002	0.0265734391	0.2825045356	0.22004278535304514	0.7834867308908801
nifH	strict	Strict single-dominant	site	LENO	13	0.1796006275025641	0.1851072737499999	0.0012101925	0.33911710510000015	0.22469316500664333	0.79931504590829
nifH	strict	Strict single-dominant	site	KONZ	6	0.19442107775333334	0.1878462741	0.031805079	0.31554465610000004	0.21858334747379704	0.8894596958107241
nifH	strict	Strict single-dominant	site	OSBS	26	0.19873964215815385	0.19197399749999994	0.0242072451	0.4999428403	0.22241428905768162	0.8935560885056808
nifH	strict	Strict single-dominant	site	WOOD	11	0.2050192626472727	0.2312199457	0.0061533142	0.36428677610000004	0.2510216987481624	0.8167392048962203
nifH	strict	Strict single-dominant	site	DSNY	23	0.22345416767193677	0.2209196014	0.0253328996	0.5292637692	0.2399171022285117	0.93138073774793
nifH	strict	Strict single-dominant	site	JERC	69	0.22432947867357209	0.22564746855	0.0036862109	0.46947617430000005	0.24667341907404527	0.9094189374584941
nifH	strict	Strict single-dominant	site	TALL	23	0.24176219752727277	0.23958565179999997	0.0111207606	0.45944818190000003	0.25563477710662924	0.9457328156349791
nifH	strict	Strict single-dominant	site	CLBJ	21	0.259426543712381	0.25356272245	0.0050319323	0.5260568442	0.25077603648376273	1.0344949515508368
nifH	strict	Strict single-dominant	site	LAJA	8	0.26880905556785717	0.2808161536	0.027488992900000002	0.38561451720000006	0.25603661968235486	1.0498851918188425
nifH	strict	Strict single-dominant	site	DELA	14	0.2808039534054945	0.28279643520000003	4.7194999999999995e-6	0.517511777	0.25817893839856376	1.0876330778462007
nifH	strict	Strict single-dominant	state	Arizona	26	0.04018498633107692	0.0375660343	5.148100000000001e-6	0.091174278	0.19482503034764553	0.20626192773778032
nifH	strict	Strict single-dominant	state	OK	50	0.14710937215044897	0.1693422008	2.1828e-6	0.3111104898999999	0.22678421498019602	0.6486755357435054
nifH	strict	Strict single-dominant	state	Alaska	38	0.15267245797467993	0.18799508619999997	2.1828e-6	0.3245689343	0.22259028699431457	0.6858900270818175
nifH	strict	Strict single-dominant	state	ND	23	0.16619522855652172	0.17135527209999998	0.0061533142	0.39624755629999997	0.2715249742694457	0.612080818730137
nifH	strict	Strict single-dominant	state	CO	12	0.17165282689090908	0.1974776938	2.1828e-6	0.3439924082999999	0.24028407574186678	0.7143745433855254
nifH	strict	Strict single-dominant	state	FL	23	0.18036737043794468	0.1585665423	0.0242072451	0.4999428403	0.2166659796784998	0.8324674261533035
nifH	strict	Strict single-dominant	state	KS	8	0.2049263915857143	0.19187139269999998	0.031805079	0.33131905210000007	0.23286134520791557	0.880036106476758
nifH	strict	Strict single-dominant	state	Florida	22	0.22017266136277056	0.21490775149999994	0.0253328996	0.5292637692	0.23748008556550435	0.9271205239735361
nifH	strict	Strict single-dominant	state	Georgia	68	0.2230585961653644	0.22455274069999998	0.0036862109	0.4609755978	0.2451778397942329	0.9097828594646553
nifH	strict	Strict single-dominant	state	P.R	15	0.2292632149904762	0.2413732127	0.0265734391	0.38561451720000006	0.23938453354605732	0.957719413173225
nifH	strict	Strict single-dominant	state	AL	50	0.2438600624742041	0.23418068879999998	4.7194999999999995e-6	0.5538209274	0.2483585444993175	0.981887146125042
nifH	strict	Strict single-dominant	state	TN	5	0.25421128043999996	0.25901472859999997	0.11571355850000001	0.4048150331	0.24932983283643978	1.0195782732777205
nifH	strict	Strict single-dominant	state	TX	21	0.259426543712381	0.25356272245	0.0050319323	0.5260568442	0.25077603648376273	1.0344949515508368
nifJ	strict	Strict single-dominant	closest_blast_genus	Candidatus	181	0.05545364977938616	0.023819132049999997	1.9978e-6	0.31591614360000003	NA	NA
nifJ	strict	Strict single-dominant	site	BONA	25	0.014341648987333332	0.0042366038000000005	1.9978e-6	0.09511746669999999	0.039757076520794896	0.36073198138278473
nifJ	strict	Strict single-dominant	site	DEJU	51	0.015078298771294114	0.0041976949	3.0023e-6	0.22587884049999998	0.045163400710859745	0.33386101431614446
nifJ	strict	Strict single-dominant	site	HEAL	23	0.031044658588142288	0.007609881799999999	3.9043e-6	0.1223587613	0.04666153583662633	0.6653158330843927
nifJ	strict	Strict single-dominant	site	OSBS	13	0.04636448671025641	0.0329592853	0.0014384326	0.0986014183	0.05329927930801279	0.8698895615889908
nifJ	strict	Strict single-dominant	site	DSNY	7	0.0877127623047619	0.0760813398	0.0020107894000000004	0.2268868955	0.07002596927044334	1.252574769311816
nifJ	strict	Strict single-dominant	site	TALL	22	0.09835974760216451	0.0983546079	0.001891445	0.25528826769999996	0.09520261005428816	1.033162300341094
nifJ	strict	Strict single-dominant	site	HARV	5	0.09983979874	0.15037268175000001	3.215561e-4	0.16695877869999998	0.08730473081204544	1.1435783354620355
nifJ	strict	Strict single-dominant	site	JERC	5	0.10489029713999999	0.11594704150000001	0.0057143851	0.1733438729	0.08072992213602273	1.2992741026464658
nifJ	strict	Strict single-dominant	site	ORNL	6	0.11459102950000001	0.11472716150000001	0.0050359159	0.17303038540000001	0.15420192131419047	0.7431232278002411
nifJ	strict	Strict single-dominant	state	P.R	6	0.012143558233333334	0.0120361521	0.0026610946000000003	0.024948786000000004	0.03638461379171428	0.33375531489353716
nifJ	strict	Strict single-dominant	state	Alaska	92	0.020267210132632593	0.0061562556	1.9978e-6	0.2320417951	0.05870579790881773	0.34523353492463843
nifJ	strict	Strict single-dominant	state	FL	13	0.04636448671025641	0.0329592853	0.0014384326	0.0986014183	0.05329927930801279	0.8698895615889908
nifJ	strict	Strict single-dominant	state	Florida	6	0.09676654407999999	0.0760813398	0.0020107894000000004	0.2268868955	0.07530316265466666	1.2850262946293824
nifJ	strict	Strict single-dominant	state	MA	5	0.09983979874	0.15037268175000001	3.215561e-4	0.16695877869999998	0.08730473081204544	1.1435783354620355
nifJ	strict	Strict single-dominant	state	AL	25	0.10444902922266666	0.09836956010000002	0.001891445	0.25528826769999996	0.09232097234	1.1313683833181631
nifJ	strict	Strict single-dominant	state	Georgia	5	0.10489029713999999	0.11594704150000001	0.0057143851	0.1733438729	0.08072992213602273	1.2992741026464658
nifJ	strict	Strict single-dominant	state	TN	6	0.11459102950000001	0.11472716150000001	0.0050359159	0.17303038540000001	0.15420192131419047	0.7431232278002411
nifK	strict	Strict single-dominant	closest_blast_genus	Microvirga	62	0.17878544817451084	0.1672667218	0.0035947647999999997	0.6203133922000003	0.31011656681840255	0.576510471558276
nifK	strict	Strict single-dominant	closest_blast_genus	Sinorhizobium	180	0.2170140388452946	0.17278217875000002	2.1192e-6	0.7002777545999997	0.41256562568708083	0.5260109551877536
nifK	strict	Strict single-dominant	closest_blast_genus	Mesorhizobium	165	0.22798800693416116	0.2267278693	7.211963999999999e-4	0.6775455972999999	0.38490663916160966	0.5923202764981055
nifK	strict	Strict single-dominant	closest_blast_genus	Rhizobium	48	0.4353161046919326	0.47094123525	2.1192e-6	0.8913896897999999	0.41726140054799854	1.043269528694057
nifK	strict	Strict single-dominant	site	NOGP	12	0.04752885744696969	0.02699254365	2.1192e-6	0.11247362779999999	0.3270608124328631	0.14532116242671567
nifK	strict	Strict single-dominant	site	SRER	22	0.057226175532034636	0.039223881200000005	0.0035947647999999997	0.2152699548	0.25867013120813587	0.22123225153501883
nifK	strict	Strict single-dominant	site	WOOD	15	0.08285342773333333	0.09071622079999997	6.571833999999999e-4	0.18501592660000002	0.33939856311483324	0.24411838097646993
nifK	strict	Strict single-dominant	site	LENO	6	0.11726752748666668	0.09891143320000001	8.613896e-4	0.22489700680000002	0.32358090963827013	0.362405580779656
nifK	strict	Strict single-dominant	site	CPER	8	0.13705073988571426	0.0195201255	0.0013145758000000002	0.5144020752999999	0.331444185021868	0.41349568367498113
nifK	strict	Strict single-dominant	site	DCFS	10	0.15174438539333332	0.1265907308	6.566766e-4	0.4557032733	0.3406162904413708	0.44549949503795855
nifK	strict	Strict single-dominant	site	KONZ	11	0.20188316234545456	0.15515223739999998	0.016746083199999998	0.4387132989	0.3363087351788083	0.6002911647183874
nifK	strict	Strict single-dominant	site	DELA	5	0.20776303618	0.2108509657	0.0949780014	0.2807629487	0.35359896247999995	0.5875668715847868
nifK	strict	Strict single-dominant	site	TOOL	28	0.23811596017328043	0.11202027384999999	7.059425e-4	0.6117671572000001	0.3387612330410923	0.7029020352644559
nifK	strict	Strict single-dominant	site	RMNP	7	0.2436546725714286	0.324821313	0.0014030872	0.4137070035	0.29564553002519134	0.8241446185594867
nifK	strict	Strict single-dominant	site	SCBI	10	0.25960351836444445	0.2691198614	0.014161560299999999	0.5155027018	0.3355659671340225	0.7736288652322146
nifK	strict	Strict single-dominant	site	DSNY	24	0.2774637355007246	0.2633531336499999	0.0320229542	0.5231151995	0.30809752855259087	0.9005711172180428
nifK	strict	Strict single-dominant	site	TALL	14	0.28303772965714286	0.2562096245	0.0050101134	0.5785810096999999	0.33342943998853253	0.8488684432510736
nifK	strict	Strict single-dominant	site	OSBS	40	0.31836509424166665	0.30360545975000003	0.0170979294	0.6892512415999996	0.3322160626076205	0.9583073489667079
nifK	strict	Strict single-dominant	site	OAES	60	0.3260726121827118	0.3462263349	2.1192e-6	0.6948070090999997	0.3426307345900506	0.9516735635898215
nifK	strict	Strict single-dominant	site	JERC	98	0.3414530985783295	0.32001391850000005	7.482005e-4	0.8187093719999998	0.34153541734548104	0.9997589744343608
nifK	strict	Strict single-dominant	site	DEJU	8	0.35169778322142853	0.3884740984999999	0.0971508175	0.5597478551999998	0.3439695447736018	1.0224677985747646
nifK	strict	Strict single-dominant	site	CLBJ	32	0.37277462044012094	0.37816240439999993	0.0294794066	0.7651301384999999	0.3580786661793809	1.0410411332725922
nifK	strict	Strict single-dominant	site	ORNL	10	0.4317136438933333	0.4371118393	0.08206679459999999	0.7520202544999999	0.3903999852307865	1.1058239247578967
nifK	strict	Strict single-dominant	state	Arizona	22	0.057226175532034636	0.039223881200000005	0.0035947647999999997	0.2152699548	0.25867013120813587	0.22123225153501883
nifK	strict	Strict single-dominant	state	ND	37	0.08966677593333336	0.0816011082	2.1192e-6	0.48569380830000003	0.3499497068449696	0.2562276069374061
nifK	strict	Strict single-dominant	state	KS	11	0.24054141242545454	0.16782444239999997	0.016746083199999998	0.5109356654999999	0.3463018763792383	0.6946003727742887
nifK	strict	Strict single-dominant	state	AL	25	0.25072217783	0.20789214435000003	8.613896e-4	0.5854393184	0.3381089158402326	0.7415426393206216
nifK	strict	Strict single-dominant	state	Fl	7	0.2620969159238095	0.21382768189999998	0.0170979294	0.5973586851000002	0.32368337257404334	0.8097324055898306
nifK	strict	Strict single-dominant	state	CO	18	0.2654257281862745	0.2053087952	0.0013145758000000002	0.5658071463	0.3242270640284643	0.8186414942923225
nifK	strict	Strict single-dominant	state	Florida	23	0.2849615005715415	0.2692111449	0.0413323658	0.5231151995	0.3110615871633957	0.9160935079452796
nifK	strict	Strict single-dominant	state	CA	6	0.28968449067333335	0.1728892865	0.048796554699999994	0.6148843545	0.3895134537169634	0.7437085623333312
nifK	strict	Strict single-dominant	state	Alaska	38	0.29745874335803696	0.34896095010000006	7.059425e-4	0.6142194536999996	0.3430992001319133	0.8669759161305864
nifK	strict	Strict single-dominant	state	VA	14	0.300409123278022	0.2920348782	0.014161560299999999	0.6068769435000001	0.35071700162291863	0.8565570585055745
nifK	strict	Strict single-dominant	state	FL	33	0.3022649888034091	0.27925002695	0.037770159899999996	0.6881143290999996	0.3350685933696754	0.9020988382218362
nifK	strict	Strict single-dominant	state	OK	60	0.3260726121827118	0.3462263349	2.1192e-6	0.6948070090999997	0.3426307345900506	0.9516735635898215
nifK	strict	Strict single-dominant	state	Georgia	92	0.3417858612792642	0.31881008790000004	7.482005e-4	0.8187093719999998	0.34448709570215597	0.9921586774756078
nifK	strict	Strict single-dominant	state	P.R	5	0.35809626918	0.45702179335000004	0.07921221549999999	0.490355593	0.387419340344311	0.9243118034885642
nifK	strict	Strict single-dominant	state	TX	32	0.37277462044012094	0.37816240439999993	0.0294794066	0.7651301384999999	0.3580786661793809	1.0410411332725922
nifK	strict	Strict single-dominant	state	TN	10	0.4317136438933333	0.4371118393	0.08206679459999999	0.7520202544999999	0.3903999852307865	1.1058239247578967
nodL	strict	Strict single-dominant	closest_blast_genus	Sinorhizobium	196	0.04014890035562001	0.01789596215	0	0.2645349657	0.19646057044928572	0.20436111054652584
nodL	strict	Strict single-dominant	closest_blast_genus	Rhizobium	20	0.10946019157052632	0.15685002015	1.9982e-6	0.30342327859999996	0.19646057044928572	0.5571611205251099
nodL	strict	Strict single-dominant	site	CPER	12	0.008072217381818183	0.008198300649999999	0	0.016553246	0.044184281946160156	0.18269432083686268
nodL	strict	Strict single-dominant	site	BLAN	8	0.009327105364285715	0.0063989042	7.0802e-6	0.026584891599999997	0.045528283332932684	0.20486398083757737
nodL	strict	Strict single-dominant	site	WOOD	24	0.010358042258695651	0.0094798545	0	0.030532346100000007	0.04650941107239591	0.2227085232830075
nodL	strict	Strict single-dominant	site	NOGP	17	0.012661206835294118	0.01270404805	1.9982e-6	0.028716955300000006	0.045689560196659776	0.2771137822469068
nodL	strict	Strict single-dominant	site	TOOL	5	0.01366237872	0.0133142238	0.0055878226	0.0233085958	0.04637519842473929	0.2946052886905099
nodL	strict	Strict single-dominant	site	DSNY	5	0.01892144942	0.02164906405	0.0036335758999999994	0.03993874940000001	0.0467200650651185	0.40499621294677685
nodL	strict	Strict single-dominant	site	SCBI	9	0.019728039655555557	0.0201274486	0.0018717500000000001	0.043718614	0.04755267896162103	0.41486705031861043
nodL	strict	Strict single-dominant	site	TALL	8	0.020081565167857144	0.0201565945	0.0018746226	0.032501918000000005	0.0471364386605769	0.42603059837553214
nodL	strict	Strict single-dominant	site	DCFS	18	0.0367683363856209	0.012352368999999998	0	0.2575136508	0.05564412491111106	0.6607766128833302
nodL	strict	Strict single-dominant	site	JERC	16	0.05961409680416666	0.02594037125	1.9982e-6	0.3372145734	0.06439144860362504	0.9258076669641901
nodL	strict	Strict single-dominant	site	OSBS	9	0.062197125122222224	0.025002877099999998	1.9982e-6	0.1929662014	0.06355812586188944	0.9785865186990466
nodL	strict	Strict single-dominant	site	OAES	48	0.12417322046374114	0.1618656973	0	0.2376364383	0.10499999334712302	1.1826021745852182
nodL	strict	Strict single-dominant	site	CLBJ	7	0.14403226915238096	0.15975325860000003	0.0018835962	0.24201895710000002	0.10711053707785374	1.344706814864447
nodL	strict	Strict single-dominant	state	Alaska	9	0.014803777883333334	0.01364982515	0	0.0342571331	0.04722960736570046	0.3134427472307186
nodL	strict	Strict single-dominant	state	AL	12	0.016062332743939395	0.016107714849999996	0	0.032501918000000005	0.046152369084885604	0.34802834745919103
nodL	strict	Strict single-dominant	state	VA	17	0.01707939136029412	0.0145466849	1.9982e-6	0.05553802240000002	0.047782100702660354	0.3574432917166238
nodL	strict	Strict single-dominant	state	Florida	5	0.01892144942	0.02164906405	0.0036335758999999994	0.03993874940000001	0.0467200650651185	0.40499621294677685
nodL	strict	Strict single-dominant	state	ND	59	0.019473687023962592	0.012339088199999997	0	0.2575136508	0.05624230282566111	0.34624626029852973
nodL	strict	Strict single-dominant	state	CO	16	0.03321355759833333	0.01289951385	0	0.1925602804	0.05344217106031247	0.6214859340360627
nodL	strict	Strict single-dominant	state	Georgia	14	0.06625853071538462	0.028772711500000006	1.9982e-6	0.3372145734	0.06684547033231968	0.9912194556487207
nodL	strict	Strict single-dominant	state	FL	7	0.07493318526666667	0.0737218527	0.0018297041	0.1929662014	0.06878281636042378	1.0894172299374134
nodL	strict	Strict single-dominant	state	OK	48	0.12417322046374114	0.1618656973	0	0.2376364383	0.10499999334712302	1.1826021745852182
nodL	strict	Strict single-dominant	state	TX	7	0.14403226915238096	0.15975325860000003	0.0018835962	0.24201895710000002	0.10711053707785374	1.344706814864447
nodX	strict	Strict single-dominant	closest_blast_genus	Rhizobium	129	0.0418415165859981	0.04214377789999999	0	0.23161538760000006	NA	NA
nodX	strict	Strict single-dominant	site	BLAN	9	0.006751947155555556	0.0065920057	2.6802e-6	0.0144267023	0.03781439932509259	0.1785549228882012
nodX	strict	Strict single-dominant	site	SCBI	6	0.00997240642	0.0102982604	4.744e-6	0.017216702100000002	0.03758806571720867	0.2653077839925773
nodX	strict	Strict single-dominant	site	OSBS	11	0.013442423778181818	1.65615e-5	0	0.04126060139999999	0.03422819352503854	0.3927295715547607
nodX	strict	Strict single-dominant	site	ORNL	11	0.014456182818181815	1.7454900000000005e-5	0	0.04212909949999999	0.034020198446918316	0.42492940894327186
nodX	strict	Strict single-dominant	site	JERC	15	0.02528003619428571	0.0188120233	5.3603999999999995e-6	0.04973950689999999	0.03687022211374269	0.6856491429939894
nodX	strict	Strict single-dominant	site	DEJU	8	0.026929144789285712	0.0464072885	1.7868e-6	0.046863825599999985	0.03461920709018594	0.77786717411329
nodX	strict	Strict single-dominant	site	CLBJ	10	0.031690636304444436	0.04402324219999999	0	0.09474395079999999	0.042495377960420154	0.7457431331464056
nodX	strict	Strict single-dominant	site	DELA	11	0.05555945202181817	0.06731382469999998	3.5736e-6	0.10321640689999996	0.058721007363405235	0.946159722328651
nodX	strict	Strict single-dominant	site	DSNY	8	0.06593051815357143	0.04873434909999999	3.5736e-6	0.17564834000000001	0.053902138308987595	1.2231521832331136
nodX	strict	Strict single-dominant	site	TALL	8	0.08734416019285712	0.048691256399999994	8.040599999999999e-6	0.19572075679999998	0.06641131168471073	1.315200046153667
nodX	strict	Strict single-dominant	state	VA	15	0.008211200973333334	0.008448341300000002	2.6802e-6	0.017216702100000002	0.03955585026538011	0.20758499484259357
nodX	strict	Strict single-dominant	state	FL	11	0.013442423778181818	1.65615e-5	0	0.04126060139999999	0.03422819352503854	0.3927295715547607
nodX	strict	Strict single-dominant	state	TN	12	0.018444111275757572	0.006698521100000001	0	0.04589770709999999	0.03413676582350428	0.5403004892472326
nodX	strict	Strict single-dominant	state	Alaska	13	0.024081541620512816	0.045930079299999996	0	0.0468663893	0.03476614952877983	0.6926720947506089
nodX	strict	Strict single-dominant	state	Georgia	15	0.02528003619428571	0.0188120233	5.3603999999999995e-6	0.04973950689999999	0.03687022211374269	0.6856491429939894
nodX	strict	Strict single-dominant	state	TX	10	0.031690636304444436	0.04402324219999999	0	0.09474395079999999	0.042495377960420154	0.7457431331464056
nodX	strict	Strict single-dominant	state	Florida	8	0.06593051815357143	0.04873434909999999	3.5736e-6	0.17564834000000001	0.053902138308987595	1.2231521832331136
nodX	strict	Strict single-dominant	state	AL	19	0.07150148250877192	0.067323238999999993	1.7868e-6	0.19572075679999998	0.06079202054722488	1.1761655866204948
nodX	strict	Strict single-dominant	state	ND	6	0.07827583216666668	0.0095573786	0.0028198828	0.2211409895	0.06197752911151762	1.262971165336765
noeA	strict	Strict single-dominant	closest_blast_genus	Sinorhizobium	192	0.004662538032106239	0.0047911564000000005	0	0.0172192108	0.023224101319270832	0.20076290436424207
noeA	strict	Strict single-dominant	site	CPER	11	0.002448442941818182	0.0024107642	0	0.004820456800000001	0.0038769341883616365	0.6315410122689948
noeA	strict	Strict single-dominant	site	TALL	7	0.002521177952380953	0.0024126597	1.3604799999999999e-5	0.004811471300000003	0.0038487585986943175	0.6550626358421796
noeA	strict	Strict single-dominant	site	BLAN	10	0.002634852917777778	0.002418613099999999	5.2174e-6	0.0064695466999999994	0.004430276237540988	0.5947378394716636
noeA	strict	Strict single-dominant	site	CLBJ	6	0.002869974586666667	0.0028412700000000008	8.3734e-6	0.006033607200000001	0.004540894316755794	0.632028491849398
noeA	strict	Strict single-dominant	site	DSNY	7	0.0029864476095238096	0.0016439700999999998	7.5677e-6	0.006424869099999999	0.004217567437403993	0.7080971801513231
noeA	strict	Strict single-dominant	site	JERC	7	0.0034372098285714294	0.0040092496	2.2276e-6	0.005602226300000003	0.004118019135407066	0.8346755358706368
noeA	strict	Strict single-dominant	site	SCBI	8	0.003646761582142857	0.0024045480499999996	6.1035e-6	0.010575100099999998	0.004699609605202703	0.775971173883403
noeA	strict	Strict single-dominant	site	OSBS	6	0.0036775221866666673	0.004010749100000003	6.683200000000001e-6	0.006383604999999999	0.004346785945454546	0.8460325014421907
noeA	strict	Strict single-dominant	site	WOOD	27	0.004418658381766382	0.004007694600000002	2.2276e-6	0.010436646099999999	0.0050166126041945565	0.8808051827784739
noeA	strict	Strict single-dominant	site	OAES	41	0.005118296275121951	0.0055766824	0	0.0130660006	0.005044878655343391	1.0145529010297996
noeA	strict	Strict single-dominant	site	NOGP	18	0.006283393189542484	0.0047916861	2.2276e-6	0.0262407712	0.005521381462095238	1.1380110634772336
noeA	strict	Strict single-dominant	site	DCFS	20	0.006464690597368421	0.006149468299999999	7.974157e-4	0.0172192108	0.005645133862803468	1.1451793269182013
noeA	strict	Strict single-dominant	state	TX	6	0.002869974586666667	0.0028412700000000008	8.3734e-6	0.006033607200000001	0.004540894316755794	0.632028491849398
noeA	strict	Strict single-dominant	state	Florida	7	0.0029864476095238096	0.0016439700999999998	7.5677e-6	0.006424869099999999	0.004217567437403993	0.7080971801513231
noeA	strict	Strict single-dominant	state	Georgia	5	0.0030524030400000007	0.0036177605499999998	2.2276e-6	0.005597693400000003	0.004109311357021278	0.7428015973490507
noeA	strict	Strict single-dominant	state	VA	18	0.0031650174810457514	0.002415873399999999	5.2174e-6	0.0106269387	0.004614504061079365	0.6858846452733279
noeA	strict	Strict single-dominant	state	AL	11	0.0032941298400000004	0.0032196085000000003	5.5693e-6	0.0056150521	0.00419579613996004	0.7851024525780161
noeA	strict	Strict single-dominant	state	CO	15	0.004298536622857143	0.0047892996	0	0.0105066074	0.004653564646479402	0.9237083718411753
noeA	strict	Strict single-dominant	state	Alaska	6	0.004754909486666667	0.004012253000000002	4.4554000000000006e-6	0.0089625815	0.004734446969964349	1.0043220500371286
noeA	strict	Strict single-dominant	state	OK	41	0.005118296275121951	0.0055766824	0	0.0130660006	0.005044878655343391	1.0145529010297996
noeA	strict	Strict single-dominant	state	ND	65	0.005684634089903846	0.004815962700000001	0	0.031427051399999996	0.005197367016334135	1.0937526774688686
noeB	strict	Strict single-dominant	closest_blast_genus	Sinorhizobium	132	0.015468135819153362	0.015194421500000003	0	0.08334754370000001	NA	NA
noeB	strict	Strict single-dominant	site	BLAN	8	0.006489663121428573	0.0035232756	7.489199999999999e-6	0.020127426400000002	0.013335863115524194	0.48663240355804166
noeB	strict	Strict single-dominant	site	SCBI	6	0.009548913420000001	0.0110005881	6.951221000000001e-4	0.0167859911	0.012952619155026455	0.7372187281747108
noeB	strict	Strict single-dominant	site	CPER	5	0.012022445080000001	0.0145195277	5.1521999999999996e-6	0.022435280400000004	0.013428682964094496	0.8952810273461305
noeB	strict	Strict single-dominant	site	DCFS	14	0.015561175098901097	0.0083938655	5.9862e-6	0.040944548799999994	0.016395091545520577	0.949136212853455
noeB	strict	Strict single-dominant	site	OAES	36	0.017181975294126985	0.015897159500000004	0	0.04250463959999999	0.016205837967939816	1.0602336841895046
noeB	strict	Strict single-dominant	site	WOOD	21	0.01734090809142857	0.01665057875000001	3.0763e-6	0.04141525039999999	0.017323858619648223	1.000984161332338
