sample	target	length	covered_bases	percent_covered_from_pileup	mean_depth_from_pileup	median_depth_from_pileup	N_count	N_percent	mixed_positions	max_minor_allele_fraction	min_base_qual	min_map_qual	minor_count_threshold	minor_fraction_threshold	mixed_site_depth_threshold	mixed_positions_threshold	status
OAES-6-1-Rh	nodL.fa	612	553	90.3595	26.6078	30	59	9.6405	47	0.5000	20	10	5	0.2000	20	10	pass_mixed_possible_multitemplate
OAES-6-1-Ro	nodL.fa	612	553	90.3595	19.8971	22	59	9.6405	41	0.4828	20	10	5	0.2000	20	10	pass_mixed_possible_multitemplate
OAES-4-1-No	nodL.fa	612	553	90.3595	5628.9248	7344	59	9.6405	2	0.4361	20	10	5	0.2000	20	10	pass_single_dominant
OAES-7-1-Rh	nodL.fa	612	553	90.3595	4276.4036	5557	59	9.6405	2	0.4706	20	10	5	0.2000	20	10	pass_single_dominant
OAES-7-1-No	nodL.fa	612	553	90.3595	5585.8023	7295	59	9.6405	2	0.4011	20	10	5	0.2000	20	10	pass_single_dominant
OAES-8-2-No	nodL.fa	612	545	89.0523	83.1471	5	67	10.9477	0	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
OAES-8-2-Ro	nodL.fa	612	551	90.0327	11.8235	13	61	9.9673	7	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
OAES-9-1-Rh	nodL.fa	612	553	90.3595	17.6765	7	59	9.6405	7	0.4103	20	10	5	0.2000	20	10	pass_single_dominant
ORNL-14-1-Ro	nodL.fa	612	549	89.7059	12.7451	1	63	10.2941	0	0.1667	20	10	5	0.2000	20	10	pass_single_dominant
ORNL-17-1-Ro	nodL.fa	612	529	86.4379	21.4608	4	83	13.5621	0	0.1250	20	10	5	0.2000	20	10	pass_single_dominant
ORNL-3-1-Ro	nodL.fa	612	482	78.7582	9.7141	3	130	21.2418	1	0.4000	20	10	5	0.2000	20	10	fail_high_N
ORNL-7-2-No	nodL.fa	612	503	82.1895	6.6765	2	109	17.8105	0	0.3333	20	10	5	0.2000	20	10	pass_single_dominant
OSBS-106-1-Ro	nodL.fa	612	552	90.1961	10.1095	12	60	9.8039	0	0.1667	20	10	5	0.2000	20	10	pass_single_dominant
OSBS-110-1-Rh	nodL.fa	612	520	84.9673	9.0817	2	92	15.0327	0	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
OSBS-35-2-Rh	nodL.fa	612	500	81.6993	14.9167	2	112	18.3007	0	0.3333	20	10	5	0.2000	20	10	pass_single_dominant
