sample	target	length	covered_bases	percent_covered_from_pileup	mean_depth_from_pileup	median_depth_from_pileup	N_count	N_percent	mixed_positions	max_minor_allele_fraction	min_base_qual	min_map_qual	minor_count_threshold	minor_fraction_threshold	mixed_site_depth_threshold	mixed_positions_threshold	status
CLBJ-2-Ro	nifD.fa	1532	1295	84.5300	40.3786	49	237	15.4700	119	0.5000	20	10	5	0.2000	20	10	pass_mixed_possible_multitemplate
CLBJ-27-1-No	nifD.fa	1532	1341	87.5326	5889.7598	7723	191	12.4674	6	0.4845	20	10	5	0.2000	20	10	pass_single_dominant
CLBJ-31-2-Ro	nifD.fa	1532	1242	81.0705	1666.9654	1611	290	18.9295	33	0.4824	20	10	5	0.2000	20	10	pass_mixed_possible_multitemplate
CLBJ-3-1-Rh	nifD.fa	1532	1270	82.8982	243.4145	15	262	17.1018	20	0.5000	20	10	5	0.2000	20	10	pass_mixed_possible_multitemplate
CLBJ-3-1-Ro	nifD.fa	1532	1314	85.7702	276.4719	34	218	14.2298	80	0.4706	20	10	5	0.2000	20	10	pass_mixed_possible_multitemplate
CLBJ-32-1-Rh	nifD.fa	1532	1267	82.7023	1837.2402	79	265	17.2977	21	0.4615	20	10	5	0.2000	20	10	pass_mixed_possible_multitemplate
CLBJ-3-1-No	nifD.fa	1532	1317	85.9661	3521.7990	3758	215	14.0339	14	0.4762	20	10	5	0.2000	20	10	pass_mixed_possible_multitemplate
CLBJ-34-1-Rh	nifD.fa	1532	1307	85.3133	768.9563	135	225	14.6867	70	0.5000	20	10	5	0.2000	20	10	pass_mixed_possible_multitemplate
CLBJ-35-1-No	nifD.fa	1532	1314	85.7702	1609.6567	633	218	14.2298	4	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
CLBJ-35-1-Ro	nifD.fa	1532	1298	84.7258	76.7356	49	234	15.2742	71	0.5000	20	10	5	0.2000	20	10	pass_mixed_possible_multitemplate
CLBJ-34-1-No	nifD.fa	1532	1272	83.0287	2339.9726	22	260	16.9713	19	0.5000	20	10	5	0.2000	20	10	pass_mixed_possible_multitemplate
CLBJ-36-1-No	nifD.fa	1532	1263	82.4413	2994.4850	2210	269	17.5587	8	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
CLBJ-36-1-Ro	nifD.fa	1532	1247	81.3969	3205.4040	3014	285	18.6031	34	0.4000	20	10	5	0.2000	20	10	pass_mixed_possible_multitemplate
CLBJ-37-1-Rh	nifD.fa	1532	1229	80.2219	3398.5470	3559	303	19.7781	24	0.5000	20	10	5	0.2000	20	10	pass_mixed_possible_multitemplate
CLBJ-39-1-No	nifD.fa	1532	1274	83.1593	2309.3427	10	258	16.8407	10	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
CLBJ-39-1-Rh	nifD.fa	1532	1314	85.7702	726.9928	118	218	14.2298	36	0.5000	20	10	5	0.2000	20	10	pass_mixed_possible_multitemplate
CLBJ-40-1-Ro	nifD.fa	1532	1314	85.7702	75.5346	19	218	14.2298	39	0.5000	20	10	5	0.2000	20	10	pass_mixed_possible_multitemplate
CLBJ-41-1-No	nifD.fa	1532	1273	83.0940	711.5470	4	259	16.9060	9	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
CLBJ-41-1-Ro	nifD.fa	1532	1260	82.2454	176.4935	18	272	17.7546	46	0.5000	20	10	5	0.2000	20	10	pass_mixed_possible_multitemplate
